correct,rt,stimulus,isi,subj_idx,session,trial,response,prevresp,prev2resp,prev3resp,prevstim,prev2stim,prev3stim,prevrt
0,0.813062056476156,1,5.202,116,2,62,0,-1,-1,-1,1,1,-1,-0.831657816450204
1,0.837690932717123,-1,6.337,116,2,63,0,-1,-1,-1,1,1,1,0.500771088651523
1,0.606205205915103,-1,5.748,116,2,64,0,-1,-1,-1,-1,1,1,0.606310959882447
1,0.60962327346715,-1,5.954,116,2,65,0,-1,-1,-1,-1,-1,1,-0.537549441827729
0,0.520676685997387,1,5.542,116,2,66,0,-1,-1,-1,-1,-1,-1,-0.517664180543686
1,0.748672199266366,-1,5.152,116,2,67,0,-1,-1,-1,1,-1,-1,-1.07543564020437
1,0.553100176854059,-1,5.195,116,2,68,0,-1,-1,-1,-1,1,-1,0.208975703291705
1,0.59378286215815,-1,5.17,116,2,69,0,-1,-1,-1,-1,-1,1,-0.861787260386878
1,0.652143236068696,1,5.299,116,2,70,1,-1,-1,-1,-1,-1,-1,-0.610775213647363
1,0.590135389765237,-1,5.213,116,2,71,0,1,-1,-1,1,-1,-1,-0.279212612401673
1,0.609297471411992,1,6.271,116,2,72,1,-1,1,-1,-1,1,-1,-0.632567033485346
1,0.588439915723939,-1,6.034,116,2,73,0,1,-1,1,1,-1,1,-0.519554782877263
1,0.507658413805075,-1,5.713,116,2,74,0,-1,1,-1,-1,1,-1,-0.642742537628462
1,0.627834252146386,1,5.037,116,2,75,1,-1,-1,1,-1,-1,1,-1.1649852542671
1,0.634639602551943,-1,5.641,116,2,76,0,1,-1,-1,1,-1,-1,-0.413562876909815
1,0.733301103948179,1,6.178,116,2,77,1,-1,1,-1,-1,1,-1,-0.375433989429457
1,0.581146256644388,-1,5.73,116,2,78,0,1,-1,1,1,-1,1,0.135608521334603
1,0.794901554746502,1,6.065,116,2,79,1,-1,1,-1,-1,1,-1,-0.686852906799915
1,0.727618949532371,-1,5.281,116,2,80,0,1,-1,1,1,-1,1,0.420881180577486
1,0.725248032703348,1,6.016,116,2,81,1,-1,1,-1,-1,1,-1,0.108097253854875
0,0.592551588417336,1,6.49,116,2,82,0,1,-1,1,1,-1,1,0.0965544137722827
0,0.520111546835324,1,5.958,116,2,83,0,-1,1,-1,1,1,-1,-0.618116454272331
1,0.550099234068512,1,5.649,116,2,84,1,-1,-1,1,1,1,1,-1.079276380136
0,0.725358738746763,1,5.191,116,2,85,0,1,-1,-1,1,1,1,-0.881028214042978
0,0.647818102856036,1,5.14,116,2,86,0,-1,1,-1,1,1,1,0.0970942269200908
1,0.916518511484355,1,5.721,116,2,87,1,-1,-1,1,1,1,1,-0.302746435376276
1,0.602980700681655,1,5.568,116,2,88,1,1,-1,-1,1,1,1,0.924372491006738
0,0.67253685853666,-1,5.192,116,2,89,1,1,1,-1,1,1,1,-0.556411664480435
1,0.780706128760357,1,5.785,116,2,90,1,1,1,1,-1,1,1,-0.170309696750659
1,0.572586335493725,-1,5.114,116,2,91,0,1,1,1,1,-1,1,0.357152647931622
1,0.708263474576597,-1,6.491,116,2,92,0,-1,1,1,-1,1,-1,-0.739332976119739
1,0.786737202110999,1,5.128,116,2,93,1,-1,-1,1,-1,-1,1,0.0127445334187618
1,0.828057413157694,1,5.447,116,2,94,1,1,-1,-1,1,-1,-1,0.384368800664637
1,0.642981412674089,1,5.676,116,2,95,1,1,1,-1,1,1,-1,0.565403523570612
0,0.681510912645535,-1,6.151,116,2,96,1,1,1,1,1,1,1,-0.329250552141434
1,0.557937145556934,-1,5.13,116,2,97,0,1,1,1,-1,1,1,-0.123430206125655
1,0.591826777203096,1,6.323,116,2,98,1,-1,1,1,-1,-1,1,-0.830993040883692
1,0.570005946348829,-1,5.105,116,2,99,0,1,-1,1,1,-1,-1,-0.622445142636234
1,0.61681882432913,1,5.475,116,2,100,1,-1,1,-1,-1,1,-1,-0.755307079348703
1,0.549866040104462,-1,5.807,116,3,2,0,-1,1,-1,-1,1,-1,-1.31209466856127
1,0.500399807126996,-1,5.554,116,3,3,0,-1,-1,1,-1,-1,1,-0.882527761328341
1,0.569345630953649,-1,6.055,116,3,4,0,-1,-1,-1,-1,-1,-1,-1.2159179874694
0,0.520107385044867,1,6.03,116,3,5,0,-1,-1,-1,-1,-1,-1,-0.759406434465582
0,0.678937309334287,1,5.987,116,3,6,0,-1,-1,-1,1,-1,-1,-1.0793046795397
1,0.554627945224638,1,5.462,116,3,7,1,-1,-1,-1,1,1,-1,-0.136811001690506
1,0.577723388209051,-1,5.107,116,3,8,0,1,-1,-1,1,1,1,-0.852031829943415
1,0.531166858013421,-1,6.013,116,3,9,0,-1,1,-1,-1,1,1,-0.707744843935171
1,0.879972272819032,1,6.043,116,3,10,1,-1,-1,1,-1,-1,1,-1.00489040405342
1,0.78307312832294,1,6.231,116,3,11,1,1,-1,-1,1,-1,-1,0.780459684995264
0,0.578334857895243,1,6.074,116,3,12,0,1,1,-1,1,1,-1,0.367859083047849
1,0.601648152675807,1,5.293,116,3,13,1,-1,1,1,1,1,1,-0.704003590880776
1,0.579245754195654,-1,6.148,116,3,14,0,1,-1,1,1,1,1,-0.564236074630384
1,0.544190941870511,-1,5.295,116,3,15,0,-1,1,-1,-1,1,1,-0.698437636895037
1,0.794915302612935,-1,5.96,116,3,16,0,-1,-1,1,-1,-1,1,-0.919218728913922
1,0.648634105039491,-1,6.459,116,3,17,0,-1,-1,-1,-1,-1,-1,0.42094234657104
1,0.718422291452043,1,5.312,116,3,18,1,-1,-1,-1,-1,-1,-1,-0.298294419599773
0,0.660715131316465,1,6.309,116,3,19,0,1,-1,-1,1,-1,-1,0.0631112884609978
1,0.517077487560528,-1,5.044,116,3,20,0,-1,1,-1,1,1,-1,-0.233029097978076
1,0.661082625154449,-1,5.655,116,3,21,0,-1,-1,1,-1,1,1,-1.09996774845447
1,0.669128226687462,-1,5.353,116,3,22,0,-1,-1,-1,-1,-1,1,-0.231062539386379
0,0.619774143352515,1,5.598,116,3,23,0,-1,-1,-1,-1,-1,-1,-0.188280138045155
1,0.558816560858759,1,5.621,116,3,24,1,-1,-1,-1,1,-1,-1,-0.459260171109692
1,0.502378035122092,-1,6.197,116,3,25,0,1,-1,-1,1,1,-1,-0.825422998068714
0,0.612350124222758,1,6.199,116,3,26,0,-1,1,-1,-1,1,1,-1.20196413888683
1,0.660470215624628,1,6.155,116,3,27,1,-1,-1,1,1,-1,1,-0.501879995392092
1,0.821575248935915,1,5.872,116,3,28,1,1,-1,-1,1,1,-1,-0.234340315355291
1,0.569230443737069,-1,5.556,116,3,29,0,1,1,-1,1,1,1,0.537609152841132
1,0.584082395669611,-1,6.059,116,3,30,0,-1,1,1,-1,1,1,-0.760122024131296
1,0.566296511628025,1,5.421,116,3,31,1,-1,-1,1,-1,-1,1,-0.669029603087982
1,0.585278068139814,1,5.79,116,3,32,1,1,-1,-1,1,-1,-1,-0.778397782465355
0,0.617720333636498,-1,6.142,116,3,33,1,1,1,-1,1,1,-1,-0.661797147037905
1,0.684059110433736,-1,6.446,116,3,34,0,1,1,1,-1,1,1,-0.470999388946927
0,0.664478997849073,-1,6.254,116,3,35,1,-1,1,1,-1,-1,1,-0.110231192048769
0,0.488403536100122,1,5.698,116,3,36,0,1,-1,1,-1,-1,-1,-0.212939201095194
1,0.592672959641277,1,5.479,116,3,37,1,-1,1,-1,1,-1,-1,-1.30173620306403
0,0.577508352021141,1,5.271,116,3,38,0,1,-1,1,1,1,-1,-0.617392123521346
1,0.735161513163803,1,5.721,116,3,39,1,-1,1,-1,1,1,1,-0.709061475531024
1,0.552867765167321,1,5.599,116,3,40,1,1,-1,1,1,1,1,0.144569751818077
1,0.474183053723209,-1,6.207,116,3,41,0,1,1,-1,1,1,1,-0.863273665732806
1,0.619055666847089,1,5.094,116,3,42,1,-1,1,1,-1,1,1,-1.4062390079256
1,0.594361012350419,1,5.692,116,3,43,1,1,-1,1,1,-1,1,-0.463362427503258
0,0.69905282803029,1,5.949,116,3,44,0,1,1,-1,1,1,-1,-0.607333351251066
1,0.65956128923699,-1,6.451,116,3,45,0,-1,1,1,1,1,1,-0.0335496499359335
1,0.559091235428241,1,5.925,116,3,46,1,-1,-1,1,-1,1,1,-0.239210734211362
0,0.71697151146418,-1,5.692,116,3,47,1,1,-1,-1,1,-1,1,-0.823685059967574
1,0.548468027015588,1,5.895,116,3,48,1,1,1,-1,-1,1,-1,0.0559621704608134
1,0.713583567613568,1,5.981,116,3,49,1,1,1,1,1,-1,1,-0.891531001712185
1,0.711194650901234,1,5.1,116,3,50,1,1,1,1,1,1,-1,0.0392106489059194
1,0.521423139764011,-1,5.337,116,3,51,0,1,1,1,1,1,1,0.0273508868271898
1,0.702735743800076,-1,5.045,116,3,52,0,-1,1,1,-1,1,1,-1.07036905333831
0,0.593185715686559,1,5.9,116,3,53,0,-1,-1,1,-1,-1,1,-0.0149659536655418
0,0.591439869958776,1,6.462,116,3,54,0,-1,-1,-1,1,-1,-1,-0.614333685321041
1,0.748851536112852,1,5.208,116,3,55,1,-1,-1,-1,1,1,-1,-0.624757985256753
1,0.664403832926837,-1,5.728,116,3,56,0,1,-1,-1,1,1,1,0.20982277006063
1,0.780070008695475,1,6.327,116,3,57,1,-1,1,-1,-1,1,1,-0.213339284327952
1,0.867139477349156,1,6.292,116,3,58,1,1,-1,1,1,-1,1,0.354269809319909
0,0.550802635812033,1,5.053,116,3,59,0,1,1,-1,1,1,-1,0.728504340774871
1,0.53496925060972,1,6.042,116,3,60,1,-1,1,1,1,1,1,-0.876508856322897
1,0.683681691848506,-1,5.229,116,3,61,0,1,-1,1,1,1,1,-0.979663266649902
0,0.743796933986232,-1,5.147,116,3,62,1,-1,1,-1,-1,1,1,-0.112183019036073
0,0.658572660525351,1,5.767,116,3,63,0,1,-1,1,-1,-1,1,0.185870155620791
1,0.62388864276727,-1,6.215,116,3,64,0,-1,1,-1,1,-1,-1,-0.24451585874144
0,0.744911095710449,-1,6.365,116,3,65,1,-1,-1,1,-1,1,-1,-0.435858989970113
1,0.812421263345641,-1,5.515,116,3,66,0,1,-1,-1,-1,-1,1,0.191163871312761
0,0.825870889696489,1,5.774,116,3,67,0,-1,1,-1,-1,-1,-1,0.497982675125657
1,0.667215235271215,-1,6.385,116,3,68,0,-1,-1,1,1,-1,-1,0.556052491560124
1,0.608365604997744,1,6.336,116,3,69,1,-1,-1,-1,-1,1,-1,-0.198405651448981
1,0.607190748017274,1,5.337,116,3,70,1,1,-1,-1,1,-1,1,-0.524967912606751
1,0.702686556152003,1,5.979,116,3,71,1,1,1,-1,1,1,-1,-0.53180438190089
1,0.579350512909514,-1,5.87,116,3,72,0,1,1,1,1,1,1,-0.0152135082908981
1,0.721818190466365,-1,6.433,116,3,73,0,-1,1,1,-1,1,1,-0.697798079003175
1,0.526933712757454,1,6.214,116,3,74,1,-1,-1,1,-1,-1,1,0.0797892276543574
1,0.561835574791985,-1,6.002,116,3,75,0,1,-1,-1,1,-1,-1,-1.03318870543927
1,0.907745877110756,-1,6.463,116,3,76,0,-1,1,-1,-1,1,-1,-0.806367637409497
1,0.680940104346519,-1,5.814,116,3,77,0,-1,-1,1,-1,-1,1,0.890357729935574
1,0.610504967276938,-1,5.899,116,3,78,0,-1,-1,-1,-1,-1,-1,-0.126393612664707
1,0.592532753953492,-1,6.112,116,3,79,0,-1,-1,-1,-1,-1,-1,-0.512552847069783
0,0.630289431583151,1,5.259,116,3,80,0,-1,-1,-1,-1,-1,-1,-0.618228869677422
1,0.680321739968349,-1,5.926,116,3,81,0,-1,-1,-1,1,-1,-1,-0.399759597486659
1,0.632352456014814,1,5.445,116,3,82,1,-1,-1,-1,-1,1,-1,-0.129606715681417
0,0.577985841217014,1,5.998,116,3,83,0,1,-1,-1,1,-1,1,-0.388202563430566
0,1.01207227412669,-1,5.849,116,3,84,1,-1,1,-1,1,1,-1,-0.70613855078032
1,0.625750469104787,-1,5.6,116,3,85,0,1,-1,1,-1,1,1,1.27511247711097
1,0.540055957790173,-1,5.146,116,3,86,0,-1,1,-1,-1,-1,1,-0.425320540693415
1,0.776582907597913,1,5.709,116,3,87,1,-1,-1,1,-1,-1,-1,-0.94619423408859
1,0.6151180234192,-1,5.003,116,3,88,0,1,-1,-1,1,-1,-1,0.338424697675941
1,0.618432264907824,-1,6.225,116,3,89,0,-1,1,-1,-1,1,-1,-0.485929925050102
1,0.667996805513212,-1,5.703,116,3,90,0,-1,-1,1,-1,-1,1,-0.466925700047491
1,0.554179485587156,-1,5.738,116,3,91,0,-1,-1,-1,-1,-1,-1,-0.19426527668295
1,0.569412476217622,-1,5.852,116,3,92,0,-1,-1,-1,-1,-1,-1,-0.854892640407116
1,0.522351595935106,-1,5.973,116,3,93,0,-1,-1,-1,-1,-1,-1,-0.758991230981207
0,0.585345793097076,1,5.529,116,3,94,0,-1,-1,-1,-1,-1,-1,-1.06407722928749
1,0.694741081783832,-1,5.52,116,3,95,0,-1,-1,-1,1,-1,-1,-0.661387930481871
1,0.70371254944348,1,6.382,116,3,96,1,-1,-1,-1,-1,1,-1,-0.0554311879732047
1,0.6950083847114,1,5.136,116,3,97,1,1,-1,-1,1,-1,1,-0.0100534115384814
1,0.636040040601983,1,6.299,116,3,98,1,1,1,-1,1,1,-1,-0.0540707177749401
0,0.610694879405855,-1,5.475,116,3,99,1,1,1,1,1,1,1,-0.36763838428243
1,0.64835131741529,1,5.326,116,3,100,1,1,1,1,-1,1,1,-0.511452859461302
1,0.497614137533674,-1,5.747,116,4,2,0,-1,1,1,-1,1,-1,-0.267602384180976
1,0.476747168700967,-1,6.341,116,4,3,0,-1,-1,1,-1,-1,1,-1.23566111497257
1,0.568767454282352,1,5.595,116,4,4,1,-1,-1,-1,-1,-1,-1,-1.38716632776739
1,0.41110036122609,-1,6.332,116,4,5,0,1,-1,-1,1,-1,-1,-0.762999763721847
1,0.577704707717203,-1,6.031,116,4,6,0,-1,1,-1,-1,1,-1,-1.91111695042513
1,0.477187109269835,-1,5.161,116,4,7,0,-1,-1,1,-1,-1,1,-0.707859202108897
0,0.544084499284509,1,5.339,116,4,8,0,-1,-1,-1,-1,-1,-1,-1.38390422667041
1,0.617041003327358,-1,6.127,116,4,9,0,-1,-1,-1,1,-1,-1,-0.919910557364682
1,0.581942830710432,1,5.803,116,4,10,1,-1,-1,-1,-1,1,-1,-0.474890914094219
1,0.554596340004537,-1,6.394,116,4,11,0,1,-1,-1,1,-1,1,-0.68200856165104
1,0.749949213147374,1,5.015,116,4,12,1,-1,1,-1,-1,1,-1,-0.852233369954449
1,0.522766773672629,-1,6.306,116,4,13,0,1,-1,1,1,-1,1,0.215003042281392
1,0.536792490404878,-1,5.677,116,4,14,0,-1,1,-1,-1,1,-1,-1.06126733211241
1,0.630402337023042,-1,6.107,116,4,15,0,-1,-1,1,-1,-1,1,-0.96763043643738
1,0.702261874717806,1,5.649,116,4,16,1,-1,-1,-1,-1,-1,-1,-0.399126124967706
1,0.7253146563271,1,6.403,116,4,17,1,1,-1,-1,1,-1,-1,-0.0173515921410671
1,0.991888932076108,-1,6.469,116,4,18,0,1,1,-1,1,1,-1,0.0968792867408474
1,0.574617321887672,-1,5.584,116,4,19,0,-1,1,1,-1,1,1,1.20386979125368
1,0.4723925655926,-1,6.035,116,4,20,0,-1,-1,1,-1,-1,1,-0.72681054149815
0,0.573612418683297,1,5.149,116,4,21,0,-1,-1,-1,-1,-1,-1,-1.41961846461983
1,0.589490991558705,-1,5.125,116,4,22,0,-1,-1,-1,1,-1,-1,-0.733000922487567
1,0.529893990558776,1,5.968,116,4,23,1,-1,-1,-1,-1,1,-1,-0.636430985441095
0,0.590374004746991,1,5.923,116,4,24,0,1,-1,-1,1,-1,1,-1.01337565964816
0,0.601929838968317,1,5.018,116,4,25,0,-1,1,-1,1,1,-1,-0.63113731644163
1,0.536490522455097,-1,5.945,116,4,26,0,-1,-1,1,1,1,1,-0.562580635135994
1,0.747195516864849,1,5.587,116,4,27,1,-1,-1,-1,-1,1,1,-0.969620506810345
0,0.737126281946075,-1,5.218,116,4,28,1,1,-1,-1,1,-1,1,0.201993123952129
1,0.754803715242815,1,5.495,116,4,29,1,1,1,-1,-1,1,-1,0.154009074294075
1,0.578149058522285,-1,5.837,116,4,30,0,1,1,1,1,-1,1,0.23782236921452
1,0.687883551594496,-1,6.347,116,4,31,0,-1,1,1,-1,1,-1,-0.705139978460984
0,0.629654901897084,-1,5.365,116,4,32,1,-1,-1,1,-1,-1,1,-0.0905135501199599
1,0.724889151428215,1,6.432,116,4,33,1,1,-1,-1,-1,-1,-1,-0.403321831550776
1,0.494414165974376,1,6.47,116,4,34,1,1,1,-1,1,-1,-1,0.0948039079985115
0,0.473144124588543,1,5.102,116,4,35,0,1,1,1,1,1,-1,-1.25847742396487
1,0.586472898836291,1,6.322,116,4,36,1,-1,1,1,1,1,1,-1.41399626046867
1,0.72142699001688,1,5.178,116,4,37,1,1,-1,1,1,1,1,-0.654584527405826
1,0.978823964864205,1,5.815,116,4,38,1,1,1,-1,1,1,1,0.0778719674055388
0,0.626240792803401,-1,5.652,116,4,39,1,1,1,1,1,1,1,1.15697623642673
1,0.722334484246858,1,6.211,116,4,40,1,1,1,1,-1,1,1,-0.422550389732091
1,0.631924413701199,-1,5.185,116,4,41,0,1,1,1,1,-1,1,0.0823179761131178
1,0.586886801982473,-1,6.251,116,4,42,0,-1,1,1,-1,1,-1,-0.390597347470189
1,0.742274139430265,-1,5.445,116,4,43,0,-1,-1,1,-1,-1,1,-0.652089419079245
0,0.628054446522583,1,6.166,116,4,44,0,-1,-1,-1,-1,-1,-1,0.178622063323292
1,0.643336489137255,-1,5.639,116,4,45,0,-1,-1,-1,1,-1,-1,-0.412322719241412
1,0.584726868735743,-1,5.881,116,4,46,0,-1,-1,-1,-1,1,-1,-0.327298032503
1,0.593707182038997,-1,5.132,116,4,47,0,-1,-1,-1,-1,-1,1,-0.665129437924438
0,0.573043975194196,1,5.087,116,4,48,0,-1,-1,-1,-1,-1,-1,-0.611226003009275
0,0.818835875868899,1,5.621,116,4,49,0,-1,-1,-1,1,-1,-1,-0.736507438796345
1,0.870426049518755,1,6.072,116,4,50,1,-1,-1,-1,1,1,-1,0.525797227113142
0,0.804233072683019,1,5.255,116,4,51,0,1,-1,-1,1,1,1,0.74188336154033
1,0.617594901961638,-1,5.509,116,4,52,0,-1,1,-1,1,1,1,0.462156840475333
1,0.530550245503036,-1,5.536,116,4,53,0,-1,-1,1,-1,1,1,-0.471717598625246
1,0.70451531863182,1,6.17,116,4,54,1,-1,-1,-1,-1,-1,1,-1.008998356383
1,0.522239010532758,1,5.192,116,4,55,1,1,-1,-1,1,-1,-1,-0.00602123409462559
1,0.646853511255358,-1,5.028,116,4,56,0,1,1,-1,1,1,-1,-1.06483958524402
0,0.459503476929967,1,5.284,116,4,57,0,-1,1,1,-1,1,1,-0.308016376439777
1,0.571773024694266,-1,5.446,116,4,58,0,-1,-1,1,1,-1,1,-1.51745572143582
1,0.559983601938256,1,5.845,116,4,59,1,-1,-1,-1,-1,1,-1,-0.744360058637801
1,0.679916197671446,-1,6.076,116,4,60,0,1,-1,-1,1,-1,1,-0.818044709985613
1,0.549260935201346,-1,6.282,116,4,61,0,-1,1,-1,-1,1,-1,-0.131715553174197
1,0.677893086674885,-1,5.011,116,4,62,0,-1,-1,1,-1,-1,1,-0.886421839606217
1,0.526807285013092,-1,6.141,116,4,63,0,-1,-1,-1,-1,-1,-1,-0.142254642519776
0,0.601392515577572,1,5.324,116,4,64,0,-1,-1,-1,-1,-1,-1,-1.03403735881374
1,0.615332236140603,1,6.164,116,4,65,1,-1,-1,-1,1,-1,-1,-0.565739096864564
1,0.578384598335106,-1,5.214,116,4,66,0,1,-1,-1,1,1,-1,-0.48469851404962
1,0.708600182738337,1,5.171,116,4,67,1,-1,1,-1,-1,1,1,-0.703699429963431
1,0.734851064066788,1,6.293,116,4,68,1,1,-1,1,1,-1,1,0.014425454869204
1,0.700374496081167,-1,5.41,116,4,69,0,1,1,-1,1,1,-1,0.14307595618654
1,0.730118756659976,1,6.372,116,4,70,1,-1,1,1,-1,1,1,-0.0268693801856906
0,0.454079937366259,1,5.633,116,4,71,0,1,-1,1,1,-1,1,0.120226934545699
0,0.557258176148025,-1,5.104,116,4,72,1,-1,1,-1,1,1,-1,-1.55944723570816
1,0.517436432583054,-1,5.414,116,4,73,0,1,-1,1,-1,1,1,-0.835299508149723
1,0.759564977672198,1,6.381,116,4,74,1,-1,1,-1,-1,-1,1,-1.09751352873023
1,0.796408522337515,-1,5.234,116,4,75,0,1,-1,1,1,-1,-1,0.260061292455577
1,0.504541840524325,1,6.128,116,4,76,1,-1,1,-1,-1,1,-1,0.42757958025703
1,0.564217198318147,1,5.96,116,4,77,1,1,-1,1,1,-1,1,-1.18676406203004
1,0.548171810580243,1,5.745,116,4,78,1,1,1,-1,1,1,-1,-0.791407456582148
1,0.629332321462243,1,5.962,116,4,79,1,1,1,1,1,1,1,-0.893441589386304
0,0.613092984027389,1,5.584,116,4,80,0,1,1,1,1,1,1,-0.405134166802124
0,0.957646189955994,-1,6.381,116,4,81,1,-1,1,1,1,1,1,-0.497592184853311
0,0.478529833738321,1,6.179,116,4,82,0,1,-1,1,-1,1,1,1.07961762541809
1,0.563335008597278,-1,5.196,116,4,83,0,-1,1,-1,1,-1,1,-1.37396666740382
1,0.726594125242627,1,5.689,116,4,84,1,-1,-1,1,-1,1,-1,-0.796941559743531
1,0.534777371838572,-1,5.73,116,4,85,0,1,-1,-1,1,-1,1,0.103112505195591
1,0.577364352962832,1,5.957,116,4,86,1,-1,1,-1,-1,1,-1,-0.980931992642163
0,0.919286824211667,1,5.245,116,4,87,0,1,-1,1,1,-1,1,-0.709943432437225
1,0.543720272178689,1,6.37,116,4,88,1,-1,1,-1,1,1,-1,0.935038714489524
1,0.640103924132745,-1,5.048,116,4,89,0,1,-1,1,1,1,1,-0.92227889244469
1,0.506515921439131,-1,5.779,116,4,90,0,-1,1,-1,-1,1,1,-0.345113380215336
1,0.478194674111364,-1,5.227,116,4,91,0,-1,-1,1,-1,-1,1,-1.17295349970241
1,0.478100347823784,-1,5.664,116,4,92,0,-1,-1,-1,-1,-1,-1,-1.37644458377562
1,0.409164918830356,1,6.301,116,4,93,1,-1,-1,-1,-1,-1,-1,-1.37714227406223
1,0.525093288700191,-1,6.435,116,4,94,0,1,-1,-1,1,-1,-1,-1.92780665137171
1,0.524892346241359,1,6.042,116,4,95,1,-1,1,-1,-1,1,-1,-1.04556279588626
0,0.85103850350697,1,5.103,116,4,96,0,1,-1,1,1,-1,1,-1.0469164577324
1,0.685768223156629,-1,5.785,116,4,97,0,-1,1,-1,1,1,-1,0.662218840784535
1,0.472123033519892,-1,5.558,116,4,98,0,-1,-1,1,-1,1,1,-0.101405943757503
0,0.766083371145214,1,6.257,116,4,99,0,-1,-1,-1,-1,-1,1,-1.4216369386034
1,0.686153246791037,1,5.715,116,4,100,1,-1,-1,-1,1,-1,-1,0.290282415557498
0,0.618437434211046,1,5.798,116,5,2,0,-1,1,-1,-1,1,1,-1.56381430241309
1,0.475930072376286,-1,5.411,116,5,3,0,-1,-1,1,1,-1,1,-0.466896138314794
1,0.578525202515266,-1,5.908,116,5,4,0,-1,-1,-1,-1,1,-1,-1.39323298421042
1,0.499640846088369,-1,5.841,116,5,5,0,-1,-1,-1,-1,-1,1,-0.702839782150746
1,0.533330802349155,-1,6.106,116,5,6,0,-1,-1,-1,-1,-1,-1,-1.22128612629143
1,0.469104263784175,-1,5.381,116,5,7,0,-1,-1,-1,-1,-1,-1,-0.990511565742621
1,0.675435768318494,-1,6.251,116,5,8,0,-1,-1,-1,-1,-1,-1,-1.44432298367854
1,0.524885387803806,-1,5.488,116,5,9,0,-1,-1,-1,-1,-1,-1,-0.155098053757219
1,0.618622714790945,1,5.529,116,5,10,1,-1,-1,-1,-1,-1,-1,-1.04696334297906
1,0.427053606384106,-1,6.207,116,5,11,0,1,-1,-1,1,-1,-1,-0.465836736003556
1,0.55212374747407,-1,5.183,116,5,12,0,-1,1,-1,-1,1,-1,-1.77646907149014
1,0.689550518140095,-1,6.042,116,5,13,0,-1,-1,1,-1,-1,1,-0.868036288843076
1,0.583130837653698,1,6.021,116,5,14,1,-1,-1,-1,-1,-1,-1,-0.0819534646007015
0,1.50776523984769,-1,6.112,116,5,15,1,1,-1,-1,1,-1,-1,-0.67479603268064
1,1.19924067806005,1,6.238,116,5,16,1,1,1,-1,-1,1,-1,2.68492148775507
1,0.588047256637765,-1,6.405,116,5,17,0,1,1,1,1,-1,1,1.87524132862348
1,0.672014038483212,1,5.434,116,5,18,1,-1,1,1,-1,1,-1,-0.645103289265536
1,0.471877042647066,-1,6.118,116,5,19,0,1,-1,1,1,-1,1,-0.173060102963842
1,0.641071477793957,-1,6.299,116,5,20,0,-1,1,-1,-1,1,-1,-1.42348012307151
0,0.493613637374438,1,6.071,116,5,21,0,-1,-1,1,-1,-1,1,-0.339771570918943
1,0.654763181345515,-1,6.386,116,5,22,0,-1,-1,-1,1,-1,-1,-1.2642084134223
1,0.573719000856727,-1,5.401,116,5,23,0,-1,-1,-1,-1,1,-1,-0.265032811281897
0,0.504895582572317,1,5.771,116,5,24,0,-1,-1,-1,-1,-1,1,-0.732343843597747
0,0.586596965695207,1,5.954,116,5,25,0,-1,-1,-1,1,-1,-1,-1.18428533255902
1,0.503934979503356,1,5.013,116,5,26,1,-1,-1,-1,1,1,-1,-0.653836437596615
0,0.792452446535208,-1,5.654,116,5,27,1,1,-1,-1,1,1,1,-1.19102048916936
1,0.653400686494024,-1,5.335,116,5,28,0,1,1,-1,-1,1,1,0.409967873987814
1,0.554161440591997,-1,6.442,116,5,29,0,-1,1,1,-1,-1,1,-0.272399879739971
1,0.785581548012487,1,5.948,116,5,30,1,-1,-1,1,-1,-1,-1,-0.85500780135422
0,0.878022278049684,1,5.684,116,5,31,0,1,-1,-1,1,-1,-1,0.379169928044422
1,0.623392018032064,-1,5.196,116,5,32,0,-1,1,-1,1,1,-1,0.77261387244137
0,0.609489751946967,1,5.077,116,5,33,0,-1,-1,1,-1,1,1,-0.438675335972204
1,0.879087023294232,-1,5.694,116,5,34,0,-1,-1,-1,1,-1,1,-0.518438872642777
1,0.546447776739114,-1,5.75,116,5,35,0,-1,-1,-1,-1,1,-1,0.776900036721445
0,0.557431423136222,1,5.621,116,5,36,0,-1,-1,-1,-1,-1,1,-0.904582091321083
1,0.669643444959547,1,5.886,116,5,37,1,-1,-1,-1,1,-1,-1,-0.834200164236697
1,0.655635356421044,1,5.348,116,5,38,1,1,-1,-1,1,1,-1,-0.185558022270924
1,0.758613577550932,-1,6.444,116,5,39,0,1,1,-1,1,1,1,-0.260324966192988
1,0.599545189309538,1,5.145,116,5,40,1,-1,1,1,-1,1,1,0.255628654765693
1,0.493165174140813,-1,6.093,116,5,41,0,1,-1,1,1,-1,1,-0.576619507747493
1,0.850171885113014,-1,6.149,116,5,42,0,-1,1,-1,-1,1,-1,-1.26742302782756
0,0.827636340723984,1,5.711,116,5,43,0,-1,-1,1,-1,-1,1,0.658615612795994
1,0.562993977156111,-1,5.433,116,5,44,0,-1,-1,-1,1,-1,-1,0.563604658298784
1,0.573207643296882,-1,5.183,116,5,45,0,-1,-1,-1,-1,1,-1,-0.799083222089158
1,0.756324705297629,1,5.521,116,5,46,1,-1,-1,-1,-1,-1,1,-0.735497474741906
1,0.602447703839971,-1,6.112,116,5,47,0,1,-1,-1,1,-1,-1,0.244941827922949
1,1.08206961706674,1,6.253,116,5,48,1,-1,1,-1,-1,1,-1,-0.559539220311262
1,0.606569342469811,-1,6.455,116,5,49,0,1,-1,1,1,-1,1,1.51162769830024
