subj_idx,session,block,trial,stimulus,response,rt,prevstim,prevresp,prevrt
11,1,1,102,1,1,0.471,-1,-1,0.0397753892462897
11,1,1,103,-1,0,0.55,1,1,-1.0158601622899
11,1,1,104,1,1,0.72,-1,-1,-0.386872470607776
11,1,1,105,-1,0,0.63,1,1,0.705652352431086
11,1,1,106,1,1,0.751,-1,-1,0.163994267592258
11,1,1,107,1,1,0.54,1,1,0.876648046071673
11,1,1,108,-1,0,0.571,1,1,-0.461304101358493
11,1,1,109,-1,1,0.41,-1,-1,-0.234875007267465
11,1,1,110,-1,1,0.55,-1,1,-1.57848802807823
11,1,1,111,1,1,0.54,-1,1,-0.386872470607776
11,1,1,112,-1,1,0.471,1,1,-0.461304101358493
11,1,1,113,-1,1,0.42,-1,1,-1.0158601622899
11,1,1,114,-1,1,0.411,-1,1,-1.48073847734658
11,1,1,115,1,1,0.49,-1,1,-1.56860639088081
11,1,1,116,-1,0,0.831,1,1,-0.855440108395832
11,1,1,117,1,1,0.551,-1,-1,1.28725467877913
11,1,1,118,-1,0,0.751,1,1,-0.379503876277228
11,1,1,119,-1,0,0.561,-1,-1,0.876648046071673
11,1,2,1,-1,1,0.78,-1,1,2.20119337144298
11,1,2,2,1,0,0.65,-1,1,1.03033839734993
11,1,2,3,-1,1,0.51,1,-1,0.290767399573108
11,1,2,4,1,1,0.541,-1,1,-0.693162066474076
11,1,2,5,1,1,0.52,1,1,-0.453799177731069
11,1,2,6,1,1,0.431,1,1,-0.614394347588906
11,1,2,7,-1,1,0.441,1,1,-1.37586657129928
11,1,2,8,1,1,0.501,-1,1,-1.28282556440859
11,1,2,9,1,1,0.5,1,1,-0.765384925014745
11,1,2,10,-1,1,0.38,1,1,-0.773489643122565
11,1,2,11,-1,0,0.87,-1,1,-1.88671802582967
11,1,2,12,1,0,0.71,-1,-1,1.4732955042067
11,1,2,13,-1,1,0.74,1,-1,0.648918419733834
11,1,2,14,1,1,0.6,-1,1,0.816793827058058
11,1,2,15,1,1,0.43,1,1,-0.0339186453457393
11,1,2,16,-1,0,0.601,1,1,-1.38528913085209
11,1,2,17,-1,0,0.551,-1,-1,-0.0271635895573166
11,1,2,18,1,1,0.411,-1,-1,-0.379503876277228
11,1,2,19,-1,0,0.681,1,1,-1.56860639088081
11,1,2,20,-1,0,0.641,-1,-1,0.479755314271412
11,1,2,21,-1,0,0.82,-1,-1,0.2342092554856
11,1,2,22,-1,0,0.481,-1,-1,1.23320117065019
11,1,2,23,1,1,0.621,-1,-1,-0.930638328974689
11,1,2,24,-1,0,0.57,1,1,0.105627648190119
11,1,2,25,-1,0,0.62,-1,-1,-0.24198528089083
11,1,2,26,1,0,0.501,-1,-1,0.0990903219346938
11,1,2,27,1,0,0.45,1,-1,-0.765384925014745
11,1,2,28,1,0,0.581,1,-1,-1.20087509913532
11,1,2,29,1,1,0.56,1,-1,-0.164449452503621
11,1,2,30,1,0,0.641,1,1,-0.313782023557003
11,1,2,31,-1,1,0.42,1,-1,0.2342092554856
11,1,2,32,1,1,0.471,-1,1,-1.48073847734658
11,1,2,33,1,1,0.841,1,1,-1.0158601622899
11,1,2,34,1,0,0.681,1,1,1.3357769088203
11,1,2,35,-1,0,0.691,1,-1,0.479755314271412
11,1,2,36,-1,0,0.56,-1,-1,0.538887703438942
11,1,2,37,-1,0,0.63,-1,-1,-0.313782023557003
11,1,2,38,-1,0,0.57,-1,-1,0.163994267592258
11,1,2,39,-1,0,0.8,-1,-1,-0.24198528089083
11,1,2,40,1,0,1.311,-1,-1,1.13303780844384
11,1,2,41,1,1,0.861,1,-1,3.1366356673862
11,1,2,42,-1,1,0.58,1,1,1.43111408358818
11,1,2,43,-1,0,0.64,-1,1,-0.171437240732138
11,1,2,44,1,1,0.501,-1,-1,0.227876061281826
11,1,2,45,1,1,0.711,1,1,-0.765384925014745
11,1,2,46,-1,0,0.571,1,1,0.65462765370027
11,1,2,47,1,1,0.61,-1,-1,-0.234875007267465
11,1,2,48,1,1,0.73,1,1,0.0331309814322205
11,1,2,49,1,1,0.6,1,1,0.761603723138157
11,1,2,50,-1,1,0.58,1,1,-0.0339186453457393
11,1,2,51,-1,0,0.701,-1,1,-0.171437240732138
11,1,2,52,1,1,0.671,-1,-1,0.597170459868263
11,1,2,53,-1,0,0.621,1,1,0.41974815394701
11,1,2,54,1,0,0.641,-1,-1,0.105627648190119
11,1,2,55,1,1,0.51,1,-1,0.2342092554856
11,1,2,56,1,1,0.581,1,1,-0.693162066474076
11,1,2,57,-1,1,0.591,1,1,-0.164449452503621
11,1,2,58,1,1,0.54,-1,1,-0.095225757854914
11,1,2,59,-1,0,0.61,1,1,-0.461304101358493
11,1,2,60,1,1,0.65,-1,-1,0.0331309814322205
11,1,2,61,-1,0,0.681,1,1,0.290767399573108
11,1,2,62,-1,0,0.751,-1,-1,0.479755314271412
11,1,2,63,1,0,0.67,-1,-1,0.876648046071673
11,1,2,64,1,1,0.601,1,-1,0.41369832424465
11,1,2,65,1,1,0.631,1,1,-0.0271635895573166
11,1,2,66,1,1,0.55,1,1,0.170427909009962
11,1,2,67,-1,1,0.49,1,1,-0.386872470607776
11,1,2,68,1,1,0.57,-1,1,-0.855440108395832
11,1,2,69,1,0,0.661,1,1,-0.24198528089083
11,1,2,70,-1,1,0.52,1,-1,0.358839951602618
11,1,2,71,1,1,0.631,-1,1,-0.614394347588906
11,1,2,72,-1,0,0.731,1,1,0.170427909009962
11,1,2,73,1,0,0.761,-1,-1,0.767156646747997
11,1,2,74,1,1,0.48,1,-1,0.930305046203151
11,1,2,75,-1,0,0.69,1,1,-0.939080392507754
11,1,2,76,-1,0,0.58,-1,-1,0.533013104202873
11,1,2,77,-1,0,0.67,-1,-1,-0.171437240732138
11,1,2,78,1,0,0.511,-1,-1,0.41369832424465
11,1,2,79,1,0,0.541,1,-1,-0.685216108862686
11,1,2,80,-1,0,0.841,1,-1,-0.453799177731069
11,1,2,81,1,0,0.521,-1,-1,1.3357769088203
11,1,2,82,-1,0,0.53,1,-1,-0.606601050160947
11,1,2,83,-1,0,0.54,-1,-1,-0.537127057817765
11,1,2,84,-1,0,0.64,-1,-1,-0.461304101358493
11,1,2,85,-1,1,0.47,-1,-1,0.227876061281826
11,1,2,86,-1,0,0.811,-1,1,-1.02448165344938
11,1,2,87,-1,0,0.821,-1,-1,1.18843346847622
11,1,2,88,-1,0,0.741,-1,-1,1.23814499827437
11,1,2,89,-1,0,0.881,-1,-1,0.822271761804844
11,1,2,90,1,0,0.561,-1,-1,1.52426192076504
11,1,2,91,1,0,0.541,1,-1,-0.306544893959287
11,1,2,92,-1,0,0.46,1,-1,-0.453799177731069
11,1,2,93,1,1,0.691,-1,-1,-1.11171964073597
11,1,2,94,-1,0,0.611,1,1,0.538887703438942
11,1,2,95,-1,1,0.481,-1,-1,0.0397753892462897
11,1,2,96,1,1,0.681,-1,1,-0.930638328974689
11,1,2,97,1,1,0.951,1,1,0.479755314271412
11,1,2,98,-1,0,0.751,1,1,1.83440057964802
11,1,2,99,-1,0,0.641,-1,-1,0.876648046071673
11,1,2,100,-1,1,0.59,-1,-1,0.2342092554856
11,1,2,101,1,1,0.69,-1,1,-0.10209520922319
11,1,2,102,1,1,0.851,1,1,0.533013104202873
11,1,2,103,1,1,0.79,1,1,1.38372557660667
11,1,2,104,1,1,0.641,1,1,1.08201310971302
11,1,2,105,-1,0,0.821,1,1,0.2342092554856
11,1,2,106,1,1,0.6,-1,-1,1.23814499827437
11,1,2,107,-1,0,0.861,1,1,-0.0339186453457393
11,1,2,108,-1,0,0.77,-1,-1,1.43111408358818
11,1,2,109,-1,0,0.77,-1,-1,0.9779968961198
11,1,2,110,1,1,0.64,-1,-1,0.9779968961198
11,1,2,111,-1,0,0.671,1,1,0.227876061281826
11,1,2,112,-1,0,0.701,-1,-1,0.41974815394701
11,1,2,113,1,1,0.681,-1,-1,0.597170459868263
11,1,2,114,1,1,0.591,1,1,0.479755314271412
11,1,2,115,1,1,0.57,1,1,-0.095225757854914
11,1,2,116,-1,0,0.73,1,1,-0.24198528089083
11,1,2,117,-1,0,0.991,-1,-1,0.761603723138157
11,1,2,118,1,1,0.83,-1,-1,2.0015265880171
11,1,2,119,1,1,0.721,1,1,1.28237037949722
11,1,3,1,-1,0,0.63,1,1,1.08714455892805
11,1,3,2,1,1,0.641,-1,-1,0.163994267592258
11,1,3,3,1,1,0.53,1,1,0.2342092554856
11,1,3,4,1,1,0.571,1,1,-0.537127057817765
11,1,3,5,-1,0,0.801,1,1,-0.234875007267465
11,1,3,6,1,1,0.56,-1,-1,1.13810515459131
11,1,3,7,-1,0,0.69,1,1,-0.313782023557003
11,1,3,8,-1,1,0.631,-1,-1,0.533013104202873
11,1,3,9,1,1,0.5,-1,1,0.170427909009962
11,1,3,10,-1,0,0.551,1,1,-0.773489643122565
11,1,3,11,-1,0,0.73,-1,-1,-0.379503876277228
11,1,3,12,-1,0,0.641,-1,-1,0.761603723138157
11,1,3,13,-1,1,0.6,-1,-1,0.2342092554856
11,1,3,14,-1,0,0.95,-1,1,-0.0339186453457393
11,1,3,15,1,0,0.74,-1,-1,1.83013292006076
11,1,3,16,1,1,0.61,1,-1,0.816793827058058
11,1,3,17,1,0,1.661,1,1,0.0331309814322205
11,1,3,18,1,0,0.731,1,-1,4.09650246301102
11,1,3,19,1,1,0.621,1,-1,0.767156646747997
11,1,3,20,1,0,0.681,1,1,0.105627648190119
11,1,3,21,-1,0,0.581,1,-1,0.479755314271412
11,1,3,22,-1,0,0.641,-1,-1,-0.164449452503621
11,1,3,23,1,0,0.48,-1,-1,0.2342092554856
11,1,3,24,1,1,0.581,1,-1,-0.939080392507754
11,1,3,25,1,1,0.511,1,1,-0.164449452503621
11,1,3,26,-1,0,0.7,1,1,-0.685216108862686
11,1,3,27,1,1,0.73,-1,-1,0.591379723605011
11,1,3,28,1,0,0.671,1,1,0.761603723138157
11,1,3,29,-1,0,0.69,1,-1,0.41974815394701
11,1,3,30,1,1,0.801,-1,-1,0.533013104202873
11,1,3,31,1,1,0.5,1,1,1.13810515459131
11,1,3,32,1,1,0.461,1,1,-0.773489643122565
11,1,3,33,-1,0,0.901,1,1,-1.10291092921029
11,1,3,34,1,1,0.901,-1,-1,1.61531871978232
11,1,3,35,1,1,0.601,1,1,1.61531871978232
11,1,3,36,1,1,0.72,1,1,-0.0271635895573166
11,1,3,37,1,1,0.531,1,1,0.705652352431086
11,1,3,38,1,1,0.471,1,1,-0.529480665235943
11,1,3,39,-1,0,0.62,1,1,-1.0158601622899
11,1,3,40,-1,0,0.971,-1,-1,0.0990903219346938
11,1,3,41,1,0,0.611,-1,-1,1.91882423176203
11,1,3,42,-1,1,0.44,1,-1,0.0397753892462897
11,1,3,43,-1,1,0.621,-1,1,-1.29203421776979
11,1,3,44,-1,0,0.491,-1,1,0.105627648190119
11,1,3,45,-1,0,0.49,-1,-1,-0.847170156370251
11,1,3,46,-1,0,0.49,-1,-1,-0.855440108395832
11,1,3,47,-1,0,0.55,-1,-1,-0.855440108395832
11,1,3,48,1,0,0.53,-1,-1,-0.386872470607776
11,1,3,49,1,1,0.6,1,-1,-0.537127057817765
11,1,3,50,-1,0,0.731,1,1,-0.0339186453457393
11,1,3,51,-1,0,0.581,-1,-1,0.767156646747997
11,1,3,52,-1,1,0.531,-1,-1,-0.164449452503621
11,1,3,53,-1,0,0.63,-1,1,-0.529480665235943
11,1,3,54,1,0,0.561,-1,-1,0.163994267592258
11,1,3,55,1,1,0.53,1,-1,-0.306544893959287
11,1,3,56,1,0,0.51,1,1,-0.537127057817765
11,1,3,57,-1,0,0.55,1,-1,-0.693162066474076
11,1,3,58,-1,0,0.711,-1,-1,-0.386872470607776
11,1,3,59,1,0,0.64,-1,-1,0.65462765370027
11,1,3,60,-1,0,0.53,1,-1,0.227876061281826
11,1,3,61,1,0,0.86,-1,-1,-0.537127057817765
11,1,3,62,1,1,0.62,1,-1,1.42640006787633
11,1,3,63,-1,0,0.6,1,1,0.0990903219346938
11,1,3,64,1,1,0.44,-1,-1,-0.0339186453457393
11,1,3,65,-1,0,0.65,1,1,-1.29203421776979
11,1,3,66,1,1,0.721,-1,-1,0.290767399573108
11,1,3,67,-1,0,0.681,1,1,0.711282346483403
11,1,3,68,1,1,0.541,-1,-1,0.479755314271412
11,1,3,69,-1,0,0.771,1,1,-0.453799177731069
11,1,3,70,-1,0,0.79,-1,-1,0.983261543274795
11,1,3,71,1,0,0.65,-1,-1,1.08201310971302
11,1,3,72,-1,0,0.7,1,-1,0.290767399573108
11,1,3,73,1,1,0.47,-1,-1,0.591379723605011
11,1,3,74,-1,0,0.53,1,1,-1.02448165344938
11,1,3,75,1,1,0.621,-1,-1,-0.537127057817765
11,1,3,76,1,1,0.6,1,1,0.105627648190119
11,1,3,77,-1,0,0.56,1,1,-0.0339186453457393
11,1,3,78,1,1,0.51,-1,-1,-0.313782023557003
11,1,3,79,1,0,0.73,1,1,-0.693162066474076
11,1,3,80,1,0,1.211,1,-1,0.761603723138157
11,1,3,81,1,0,0.6,1,-1,2.81478492111806
11,1,3,82,-1,0,0.501,1,-1,-0.0339186453457393
11,1,3,83,-1,0,0.49,-1,-1,-0.765384925014745
11,1,3,84,1,0,0.551,-1,-1,-0.855440108395832
11,1,3,85,1,1,0.561,1,-1,-0.379503876277228
11,1,3,86,-1,1,0.451,1,1,-0.306544893959287
11,1,3,87,-1,0,0.6,-1,1,-1.19187085556344
11,1,3,88,1,0,0.9,-1,-1,-0.0339186453457393
11,1,3,89,-1,0,1.04,1,-1,1.6108140995931
11,1,3,90,1,0,0.65,-1,-1,2.19729485113951
11,1,3,91,-1,0,0.64,1,-1,0.290767399573108
11,1,3,92,1,0,0.54,-1,-1,0.227876061281826
11,1,3,93,-1,0,0.471,1,-1,-0.461304101358493
11,1,3,94,1,1,0.451,-1,-1,-1.0158601622899
11,1,3,95,-1,1,0.531,1,1,-1.19187085556344
11,1,3,96,-1,1,0.541,-1,1,-0.529480665235943
11,1,3,97,-1,1,0.531,-1,1,-0.453799177731069
11,1,3,98,1,0,0.771,-1,1,-0.529480665235943
11,1,3,99,-1,1,0.41,1,-1,0.983261543274795
11,1,3,100,-1,0,0.78,-1,1,-1.57848802807823
11,1,3,101,1,0,0.49,-1,-1,1.03033839734993
11,1,3,102,-1,0,0.46,1,-1,-0.855440108395832
11,1,3,103,1,0,0.49,-1,-1,-1.11171964073597
11,1,3,104,-1,0,0.69,1,-1,-0.855440108395832
11,1,3,105,-1,0,1.891,-1,-1,0.533013104202873
11,1,3,106,1,0,0.49,-1,-1,4.62256189237991
11,1,3,107,-1,1,0.431,1,-1,-0.855440108395832
11,1,3,108,-1,0,0.621,-1,1,-1.37586657129928
11,1,3,109,1,0,0.631,-1,-1,0.105627648190119
11,1,3,110,-1,0,0.46,1,-1,0.170427909009962
11,1,3,111,-1,0,0.51,-1,-1,-1.11171964073597
11,1,3,112,1,0,0.44,-1,-1,-0.693162066474076
11,1,3,113,-1,1,0.37,1,-1,-1.29203421776979
11,1,3,114,-1,0,0.63,-1,1,-1.99489537167036
11,1,3,115,1,0,1.601,-1,-1,0.163994267592258
11,1,3,116,-1,1,0.641,1,-1,3.94726147152433
11,1,3,117,-1,1,0.69,-1,1,0.2342092554856
11,1,3,118,1,0,0.56,-1,1,0.533013104202873
11,1,3,119,1,0,0.591,1,-1,-0.313782023557003
11,1,4,1,1,0,0.62,-1,-1,1.7481824547875
11,1,4,2,1,0,0.52,1,-1,0.0990903219346938
11,1,4,3,1,1,0.571,1,-1,-0.614394347588906
11,1,4,4,-1,0,0.751,1,1,-0.234875007267465
11,1,4,5,-1,0,0.57,-1,-1,0.876648046071673
11,1,4,6,1,1,0.55,-1,-1,-0.24198528089083
11,1,4,7,1,0,0.94,1,1,-0.386872470607776
11,1,4,8,-1,0,0.501,1,-1,1.78720754527904
11,1,4,9,1,0,0.46,-1,-1,-0.765384925014745
11,1,4,10,-1,0,0.3,1,-1,-1.11171964073597
11,1,4,11,1,0,0.51,-1,-1,-2.84560784407416
11,1,4,12,1,1,0.49,1,-1,-0.693162066474076
11,1,4,13,1,1,0.69,1,1,-0.855440108395832
11,1,4,14,-1,0,0.581,1,1,0.533013104202873
11,1,4,15,1,0,0.591,-1,-1,-0.164449452503621
11,1,4,16,1,0,0.541,1,-1,-0.095225757854914
11,1,4,17,-1,0,0.53,1,-1,-0.453799177731069
11,1,4,18,-1,0,0.431,-1,-1,-0.537127057817765
11,1,4,19,1,1,0.5,-1,-1,-1.37586657129928
11,1,4,20,1,0,1.051,1,1,-0.773489643122565
11,1,4,21,-1,0,0.63,1,-1,2.23997387774884
11,1,4,22,1,1,0.71,-1,-1,0.163994267592258
11,1,4,23,-1,0,0.56,1,1,0.648918419733834
11,1,4,24,1,0,0.49,-1,-1,-0.313782023557003
11,1,4,25,1,0,0.531,1,-1,-0.855440108395832
11,1,4,26,-1,0,0.43,1,-1,-0.529480665235943
11,1,4,27,-1,0,0.461,-1,-1,-1.38528913085209
11,1,4,28,-1,0,0.801,-1,-1,-1.10291092921029
11,1,4,29,-1,1,0.431,-1,-1,1.13810515459131
11,1,4,30,1,0,0.661,-1,1,-1.37586657129928
11,1,4,31,-1,0,0.801,1,-1,0.358839951602618
11,1,4,32,-1,1,0.49,-1,-1,1.13810515459131
11,1,4,33,-1,1,0.53,-1,1,-0.855440108395832
11,1,4,34,-1,0,0.49,-1,1,-0.537127057817765
11,1,4,35,1,1,0.481,-1,-1,-0.855440108395832
11,1,4,36,1,0,0.61,1,1,-0.930638328974689
11,1,4,37,1,1,0.49,1,-1,0.0331309814322205
11,1,4,38,-1,0,0.591,1,1,-0.855440108395832
11,1,4,39,-1,1,0.46,-1,-1,-0.095225757854914
11,1,4,40,-1,1,0.56,-1,1,-1.11171964073597
11,1,4,41,1,1,0.481,-1,1,-0.313782023557003
11,1,4,42,-1,1,0.54,1,1,-0.930638328974689
11,1,4,43,-1,0,0.48,-1,1,-0.461304101358493
11,1,4,44,1,1,0.561,-1,-1,-0.939080392507754
11,1,4,45,-1,1,0.54,1,1,-0.306544893959287
11,1,4,46,-1,0,0.61,-1,1,-0.461304101358493
11,1,4,47,-1,1,0.541,-1,-1,0.0331309814322205
11,1,4,48,-1,0,0.591,-1,1,-0.453799177731069
11,1,4,49,1,1,0.57,-1,-1,-0.095225757854914
11,1,4,50,-1,1,0.601,1,1,-0.24198528089083
11,1,4,51,-1,0,0.541,-1,1,-0.0271635895573166
11,1,4,52,-1,1,0.431,-1,-1,-0.453799177731069
11,1,4,53,-1,0,0.6,-1,1,-1.37586657129928
11,1,4,54,1,1,0.62,-1,-1,-0.0339186453457393
11,1,4,55,1,1,0.59,1,1,0.0990903219346938
11,1,4,56,-1,1,0.671,1,1,-0.10209520922319
11,1,4,57,-1,0,0.731,-1,1,0.41974815394701
11,1,4,58,1,0,0.7,-1,-1,0.767156646747997
11,1,4,59,-1,1,0.471,1,-1,0.591379723605011
11,1,4,60,1,0,0.65,-1,1,-1.0158601622899
11,1,4,61,1,1,0.811,1,-1,0.290767399573108
11,1,4,62,-1,1,0.48,1,1,1.18843346847622
11,1,4,63,1,0,0.431,-1,1,-0.939080392507754
11,1,4,64,1,1,0.581,1,-1,-1.37586657129928
11,1,4,65,1,0,1.651,1,1,-0.164449452503621
11,1,4,66,-1,0,0.731,1,-1,4.07200715872299
11,1,4,67,1,1,0.61,-1,-1,0.767156646747997
11,1,4,68,-1,0,0.991,1,1,0.0331309814322205
11,1,4,69,1,1,0.5,-1,-1,2.0015265880171
11,1,4,70,-1,1,0.561,1,1,-0.773489643122565
11,1,4,71,1,1,0.771,-1,1,-0.306544893959287
11,1,4,72,-1,1,0.561,1,1,0.983261543274795
11,1,4,73,-1,0,0.71,-1,1,-0.306544893959287
11,1,4,74,1,1,0.53,-1,-1,0.648918419733834
11,1,4,75,1,0,0.87,1,1,-0.537127057817765
11,1,4,76,1,1,0.41,1,-1,1.4732955042067
11,1,4,77,1,1,0.53,1,1,-1.57848802807823
11,1,4,78,1,0,0.66,1,1,-0.537127057817765
11,1,4,79,-1,0,0.53,1,-1,0.35269852716905
11,1,4,80,1,1,0.721,-1,-1,-0.537127057817765
11,1,4,81,-1,1,0.631,1,1,0.711282346483403
11,1,4,82,1,1,0.621,-1,1,0.170427909009962
11,1,4,83,1,0,0.66,1,1,0.105627648190119
11,1,4,84,1,0,0.661,1,-1,0.35269852716905
11,1,4,85,1,1,0.611,1,-1,0.358839951602618
11,1,4,86,-1,0,0.701,1,1,0.0397753892462897
11,1,4,87,1,1,0.54,-1,-1,0.597170459868263
11,1,4,88,1,1,0.68,1,1,-0.461304101358493
11,1,4,89,-1,0,2.191,1,1,0.473794387315504
11,1,4,90,-1,0,0.73,-1,-1,5.21987748608593
11,1,4,91,1,1,0.781,-1,-1,0.761603723138157
11,1,4,92,-1,1,0.631,1,1,1.03553559224862
11,1,4,93,1,0,0.971,-1,1,0.170427909009962
11,1,4,94,1,0,0.761,1,-1,1.91882423176203
11,1,4,95,-1,0,0.74,1,-1,0.930305046203151
11,1,4,96,-1,1,0.641,-1,-1,0.816793827058058
11,1,4,97,1,0,0.671,-1,1,0.2342092554856
11,1,4,98,1,1,0.851,1,-1,0.41974815394701
11,1,4,99,-1,0,0.841,1,1,1.38372557660667
11,1,4,100,-1,1,0.81,-1,-1,1.3357769088203
11,1,4,101,1,0,0.78,-1,1,1.18342864358035
11,1,4,102,1,0,0.8,1,-1,1.03033839734993
11,1,4,103,-1,0,0.7,1,-1,1.13303780844384
11,1,4,104,-1,1,0.66,-1,-1,0.591379723605011
11,1,4,105,-1,0,0.631,-1,1,0.35269852716905
11,1,4,106,-1,1,0.58,-1,-1,0.170427909009962
11,1,4,107,1,1,0.741,-1,1,-0.171437240732138
11,1,4,108,1,0,1.271,1,1,0.822271761804844
11,1,4,109,1,1,0.58,1,-1,3.01094288286946
11,1,4,110,1,0,0.73,1,1,-0.171437240732138
11,1,4,111,1,1,0.661,1,-1,0.761603723138157
11,1,4,112,1,1,0.64,1,1,0.358839951602618
11,1,4,113,-1,0,0.78,1,1,0.227876061281826
11,1,4,114,-1,0,0.651,-1,-1,1.03033839734993
11,1,4,115,-1,1,0.521,-1,-1,0.297003234872691
11,1,4,116,-1,1,0.711,-1,1,-0.606601050160947
11,1,4,117,-1,0,1.781,-1,1,0.65462765370027
11,1,4,118,-1,1,0.55,-1,-1,4.37945805149488
11,1,4,119,1,1,0.51,-1,1,-0.386872470607776
11,1,5,1,1,0,0.851,1,1,1.13303780844384
11,1,5,2,1,1,0.551,1,-1,1.38372557660667
11,1,5,3,1,1,0.561,1,1,-0.379503876277228
11,1,5,4,-1,0,0.581,1,1,-0.306544893959287
11,1,5,5,1,1,0.651,-1,-1,-0.164449452503621
11,1,5,6,-1,1,0.641,1,1,0.297003234872691
11,1,5,7,-1,1,0.611,-1,1,0.2342092554856
11,1,5,8,-1,0,0.47,-1,1,0.0397753892462897
11,1,5,9,1,1,0.51,-1,-1,-1.02448165344938
11,1,5,10,1,1,0.51,1,1,-0.693162066474076
11,1,5,11,1,1,0.481,1,1,-0.693162066474076
11,1,5,12,1,1,0.521,1,1,-0.930638328974689
11,1,5,13,1,1,0.491,1,1,-0.606601050160947
11,1,5,14,1,1,0.44,1,1,-0.847170156370251
11,1,5,15,1,1,0.441,1,1,-1.29203421776979
11,1,5,16,1,1,0.701,1,1,-1.28282556440859
11,1,5,17,1,1,0.42,1,1,0.597170459868263
11,1,5,18,-1,0,0.53,1,1,-1.48073847734658
11,1,5,19,1,1,0.43,-1,-1,-0.537127057817765
11,1,5,20,-1,1,0.44,1,1,-1.38528913085209
11,1,5,21,-1,0,0.65,-1,1,-1.29203421776979
11,1,5,22,-1,0,0.831,-1,-1,0.290767399573108
11,1,5,23,-1,0,0.691,-1,-1,1.28725467877913
11,1,5,24,-1,1,0.401,-1,-1,0.538887703438942
11,1,5,25,1,1,0.51,-1,1,-1.66852302031961
11,1,5,26,-1,0,0.55,1,1,-0.693162066474076
11,1,5,27,1,1,0.571,-1,-1,-0.386872470607776
11,1,5,28,1,1,0.561,1,1,-0.234875007267465
11,1,5,29,-1,0,0.741,1,1,-0.306544893959287
11,1,5,30,-1,1,0.421,-1,-1,0.822271761804844
11,1,5,31,1,1,0.441,-1,1,-1.47109183769077
11,1,5,32,1,1,0.531,1,1,-1.28282556440859
11,1,5,33,1,1,0.79,1,1,-0.529480665235943
11,1,5,34,-1,0,0.68,1,1,1.08201310971302
11,1,5,35,1,1,0.51,-1,-1,0.473794387315504
11,1,5,36,-1,0,0.711,1,1,-0.693162066474076
11,1,5,37,-1,0,0.501,-1,-1,0.65462765370027
11,1,5,38,-1,1,0.541,-1,-1,-0.765384925014745
11,1,5,39,1,1,0.47,-1,1,-0.453799177731069
11,1,5,40,1,0,1.611,1,1,-1.02448165344938
11,1,5,41,-1,0,0.581,1,-1,3.9725193991058
11,1,5,42,1,1,0.44,-1,-1,-0.164449452503621
11,1,5,43,-1,0,0.57,1,1,-1.29203421776979
11,1,5,44,1,1,0.52,-1,-1,-0.24198528089083
11,1,5,45,1,1,0.52,1,1,-0.614394347588906
11,1,5,46,-1,1,0.471,1,1,-0.614394347588906
11,1,5,47,1,1,0.42,-1,1,-1.0158601622899
11,1,5,48,-1,1,0.42,1,1,-1.48073847734658
11,1,5,49,-1,0,0.52,-1,1,-1.48073847734658
11,1,5,50,1,1,0.471,-1,-1,-0.614394347588906
11,1,5,51,1,1,0.51,1,1,-1.0158601622899
11,1,5,52,-1,0,0.46,1,1,-0.693162066474076
11,1,5,53,-1,0,0.671,-1,-1,-1.11171964073597
11,1,5,54,1,1,0.64,-1,-1,0.41974815394701
11,1,5,55,1,1,0.451,1,1,0.227876061281826
11,1,5,56,-1,0,0.451,1,1,-1.19187085556344
11,1,5,57,-1,0,0.78,-1,-1,-1.19187085556344
11,1,5,58,-1,0,0.53,-1,-1,1.03033839734993
11,1,5,59,1,0,0.5,-1,-1,-0.537127057817765
11,1,5,60,-1,0,0.64,1,-1,-0.773489643122565
11,1,5,61,-1,1,0.461,-1,-1,0.227876061281826
11,1,5,62,1,1,0.55,-1,1,-1.10291092921029
11,1,5,63,1,1,0.54,1,1,-0.386872470607776
11,1,5,64,-1,0,0.631,1,1,-0.461304101358493
11,1,5,65,-1,0,0.791,-1,-1,0.170427909009962
11,1,5,66,1,1,0.441,-1,-1,1.08714455892805
11,1,5,67,-1,0,0.63,1,1,-1.28282556440859
11,1,5,68,1,0,0.43,-1,-1,0.163994267592258
11,1,5,69,-1,0,0.581,1,-1,-1.38528913085209
11,1,5,70,1,0,0.48,-1,-1,-0.164449452503621
11,1,5,71,-1,1,0.571,1,-1,-0.939080392507754
11,1,5,72,-1,0,0.58,-1,1,-0.234875007267465
11,1,5,73,-1,0,0.63,-1,-1,-0.171437240732138
11,1,5,74,-1,0,0.491,-1,-1,0.163994267592258
11,1,5,75,1,1,0.42,-1,-1,-0.847170156370251
11,1,5,76,-1,0,0.541,1,1,-1.48073847734658
11,1,5,77,-1,0,0.62,-1,-1,-0.453799177731069
11,1,5,78,1,1,0.371,-1,-1,0.0990903219346938
11,1,5,79,1,1,0.551,1,1,-1.98394688981861
11,1,5,80,-1,0,0.771,1,1,-0.379503876277228
11,1,5,81,-1,0,0.51,-1,-1,0.983261543274795
11,1,5,82,-1,1,0.45,-1,-1,-0.693162066474076
11,1,5,83,-1,0,0.491,-1,1,-1.20087509913532
11,1,5,84,-1,0,0.521,-1,-1,-0.847170156370251
11,1,5,85,1,1,0.43,-1,-1,-0.606601050160947
11,1,5,86,1,0,0.56,1,1,-1.38528913085209
11,1,5,87,1,1,0.47,1,-1,-0.313782023557003
11,1,5,88,1,1,0.571,1,1,-1.02448165344938
