subj_idx,session,block,trial,stimulus,response,rt,prevstim,prevresp,prevrt
7,2,8,68,-1,1,0.9,1,1,0.261421213930961
7,2,8,69,1,1,0.761,-1,1,-0.0673235656383642
7,2,8,70,-1,0,1.27,1,1,-1.30531899639994
7,2,8,71,1,1,0.901,-1,-1,2.47400986232537
7,2,8,72,-1,0,0.931,1,1,-0.0591286721482833
7,2,8,73,-1,0,0.9,-1,-1,0.182579643165012
7,2,8,74,1,1,1.02,-1,-1,-0.0673235656383642
7,2,8,75,1,1,1.18,1,1,0.856317951607622
7,2,8,76,1,0,0.871,1,1,1.93159838308176
7,2,8,77,-1,0,0.881,1,-1,-0.309022780573956
7,2,8,78,-1,0,0.911,-1,-1,-0.224780988692224
7,2,8,79,1,0,0.981,-1,-1,0.022323598816049
7,2,8,80,-1,0,0.831,1,-1,0.568624815252798
7,2,8,81,1,0,0.87,-1,-1,-0.655949216615599
7,2,8,82,-1,0,0.85,1,-1,-0.317500094348786
7,2,8,83,1,1,0.891,-1,-1,-0.489124127980462
7,2,8,84,-1,0,0.81,1,1,-0.141490027405556
7,2,8,85,1,0,0.941,-1,-1,-0.84483157832685
7,2,8,86,-1,0,0.901,1,-1,0.261421213930961
7,2,8,87,1,1,1.15,-1,-1,-0.0591286721482833
7,2,8,88,-1,0,0.791,1,1,1.74155781673352
7,2,8,89,1,1,0.81,-1,-1,-1.01999347552839
7,2,8,90,-1,0,0.78,1,1,-0.84483157832685
7,2,8,91,-1,0,0.93,-1,-1,-1.12333635998008
7,2,8,92,-1,0,0.81,-1,-1,0.174648959081502
7,2,8,93,1,0,0.691,-1,-1,-0.84483157832685
7,2,8,94,1,0,0.791,1,-1,-2.01739311128355
7,2,8,95,1,1,0.901,1,-1,-1.01999347552839
7,2,8,96,1,1,0.661,1,1,-0.0591286721482833
7,2,8,97,-1,1,0.88,1,1,-2.34493951640762
7,2,8,98,-1,1,0.821,-1,1,-0.2331620240388
7,2,8,99,-1,0,1.131,-1,1,-0.745290511589107
7,2,8,100,-1,1,1.151,-1,-1,1.61861721290779
7,2,8,101,-1,0,0.83,-1,1,1.74797198561144
7,2,8,102,1,0,0.841,-1,-1,-0.664834829765564
7,2,8,103,-1,0,0.991,1,-1,-0.567676623059208
7,2,8,104,-1,0,0.87,-1,-1,0.643468264390719
7,2,8,105,1,1,0.78,-1,-1,-0.317500094348786
7,2,8,106,-1,0,1.12,1,1,-1.12333635998008
7,2,8,107,1,0,0.861,-1,-1,1.54649357427393
7,2,8,108,1,0,0.931,1,-1,-0.394237362910643
7,2,8,109,-1,0,0.851,1,-1,0.182579643165012
7,2,8,110,-1,0,0.761,-1,-1,-0.480447465217845
7,2,8,111,1,0,0.741,-1,-1,-1.30531899639994
7,2,8,112,-1,1,1.141,1,-1,-1.50185526845837
7,2,8,113,-1,0,0.43,-1,1,1.68357802701764
7,2,8,114,-1,0,1.051,-1,-1,-5.51789338672155
7,2,8,115,-1,0,0.931,-1,-1,1.07725625544661
7,2,8,116,1,0,0.991,-1,-1,0.182579643165012
7,2,8,117,1,0,0.98,1,-1,0.643468264390719
7,2,8,118,-1,0,0.94,1,-1,0.561098551643298
7,2,8,119,-1,0,1.031,-1,-1,0.253574853989779
7,2,9,1,1,0,1.03,-1,1,0.568624815252798
7,2,9,2,1,0,1.021,1,-1,0.928313652709226
7,2,9,3,-1,0,1.061,1,-1,0.863549212185723
7,2,9,4,-1,0,0.981,-1,-1,1.14713841431676
7,2,9,5,1,0,0.99,-1,-1,0.568624815252798
7,2,9,6,-1,0,0.85,1,-1,0.636017985282931
7,2,9,7,-1,1,0.971,-1,-1,-0.489124127980462
7,2,9,8,1,1,0.961,-1,1,0.493014514147469
7,2,9,9,-1,0,1.051,1,1,0.416621483801368
7,2,9,10,1,1,1.061,-1,-1,1.07725625544661
7,2,9,11,-1,0,1.111,1,1,1.14713841431676
7,2,9,12,1,1,0.811,-1,-1,1.4869544727557
7,2,9,13,-1,0,1.101,1,1,-0.835726702613599
7,2,9,14,-1,0,1.321,-1,-1,1.42023158755544
7,2,9,15,1,1,1.041,-1,-1,2.76455649193445
7,2,9,16,1,1,1.101,1,1,1.0067059969745
7,2,9,17,-1,1,1.061,1,1,1.42023158755544
7,2,9,18,-1,0,1.131,-1,1,1.14713841431676
7,2,9,19,-1,1,1.02,-1,-1,1.61861721290779
7,2,9,20,1,0,1.161,-1,1,0.856317951607622
7,2,9,21,-1,0,1.16,1,-1,1.81180889606313
7,2,9,22,-1,0,0.941,-1,-1,1.80544999792778
7,2,9,23,1,0,1.141,-1,-1,0.261421213930961
7,2,9,24,1,0,1.282,1,-1,1.68357802701764
7,2,9,25,-1,1,0.981,1,-1,2.54341006814339
7,2,9,26,1,1,1.101,-1,1,0.568624815252798
7,2,9,27,-1,0,1.07,1,1,1.42023158755544
7,2,9,28,1,1,1.001,-1,-1,1.20947149958228
7,2,9,29,-1,0,0.951,1,1,0.71756026058715
7,2,9,30,1,1,1.001,-1,-1,0.33942934868244
7,2,9,31,-1,0,0.971,1,1,0.71756026058715
7,2,9,32,-1,0,1.031,-1,-1,0.493014514147469
7,2,9,33,-1,1,1.171,-1,-1,0.935474740927127
7,2,9,34,1,1,1.071,-1,1,1.8750983134066
7,2,9,35,1,1,1.001,1,1,1.21636500856508
7,2,9,36,-1,0,1.021,1,1,0.71756026058715
7,2,9,37,1,0,0.961,-1,-1,0.863549212185723
7,2,9,38,1,0,0.971,1,-1,0.416621483801368
7,2,9,39,-1,0,1.011,1,-1,0.493014514147469
7,2,9,40,-1,0,1.071,-1,-1,0.790915743637172
7,2,9,41,-1,0,0.961,-1,-1,1.21636500856508
7,2,9,42,1,0,0.871,-1,-1,0.416621483801368
7,2,9,43,1,0,0.851,1,-1,-0.309022780573956
7,2,9,44,1,0,0.891,1,-1,-0.480447465217845
7,2,9,45,-1,1,0.85,1,-1,-0.141490027405556
7,2,9,46,-1,1,0.95,-1,1,-0.489124127980462
7,2,9,47,-1,1,0.921,-1,1,0.331665538571835
7,2,9,48,-1,0,0.861,-1,1,0.102886635087473
7,2,9,49,1,0,0.97,-1,-1,-0.394237362910643
7,2,9,50,-1,0,0.931,1,-1,0.485410700152245
7,2,9,51,-1,0,0.94,-1,-1,0.182579643165012
7,2,9,52,-1,0,1.01,-1,-1,0.253574853989779
7,2,9,53,1,1,1.071,-1,-1,0.783612921834404
7,2,9,54,1,1,1.141,1,1,1.21636500856508
7,2,9,55,1,1,1.121,1,1,1.68357802701764
7,2,9,56,1,1,1.161,1,1,1.55307947460348
7,2,9,57,1,1,1.101,1,1,1.81180889606313
7,2,9,58,-1,0,1.111,1,1,1.42023158755544
7,2,9,59,-1,0,0.941,-1,-1,1.4869544727557
7,2,9,60,-1,0,1.501,-1,-1,0.261421213930961
7,2,9,61,1,1,0.99,-1,-1,3.70723257670746
7,2,9,62,-1,0,1.111,1,1,0.636017985282931
7,2,9,63,1,1,1.021,-1,-1,1.4869544727557
7,2,9,64,1,1,0.961,1,1,0.863549212185723
7,2,9,65,-1,1,1.02,1,1,0.416621483801368
7,2,9,66,1,1,1.05,-1,1,0.856317951607622
7,2,9,67,-1,0,1.091,1,1,1.07023150400758
7,2,9,68,1,1,0.991,-1,-1,1.35289990849752
7,2,9,69,-1,1,0.951,1,1,0.643468264390719
7,2,9,70,1,1,1.191,-1,1,0.33942934868244
7,2,9,71,1,1,1.111,1,1,2.00007167834163
7,2,9,72,-1,1,0.961,1,1,1.4869544727557
7,2,9,73,1,1,1.01,-1,1,0.416621483801368
7,2,9,74,1,1,0.941,1,1,0.783612921834404
7,2,9,75,1,1,0.891,1,1,0.261421213930961
7,2,9,76,-1,0,0.951,1,1,-0.141490027405556
7,2,9,77,-1,0,0.881,-1,-1,0.33942934868244
7,2,9,78,-1,0,0.991,-1,-1,-0.224780988692224
7,2,9,79,1,1,1.071,-1,-1,0.643468264390719
7,2,9,80,-1,0,0.92,1,1,1.21636500856508
7,2,9,81,-1,0,0.84,-1,-1,0.0948697947233
7,2,9,82,1,1,0.91,-1,-1,-0.576456518002642
7,2,9,83,-1,0,0.861,1,1,0.0142187096658555
7,2,9,84,1,1,0.93,-1,-1,-0.394237362910643
7,2,9,85,1,1,0.901,1,1,0.174648959081502
7,2,9,86,1,1,0.86,1,1,-0.0591286721482833
7,2,9,87,1,1,0.97,1,1,-0.402813192846681
7,2,9,88,-1,1,1.011,1,1,0.485410700152245
7,2,9,89,1,1,1.041,-1,1,0.790915743637172
7,2,9,90,1,1,1.151,1,1,1.0067059969745
7,2,9,91,1,1,1.06,1,1,1.74797198561144
7,2,9,92,1,1,1.141,1,1,1.1401799028823
7,2,9,93,-1,0,0.851,1,1,1.68357802701764
7,2,9,94,1,0,0.911,-1,-1,-0.480447465217845
7,2,9,95,1,0,0.95,1,-1,0.022323598816049
7,2,9,96,-1,0,1.071,1,-1,0.331665538571835
7,2,9,97,1,1,1.001,-1,-1,1.21636500856508
7,2,9,98,-1,0,0.861,1,1,0.71756026058715
7,2,9,99,1,1,1.151,-1,-1,-0.394237362910643
7,2,9,100,-1,0,0.901,1,1,1.74797198561144
7,2,9,101,1,1,1.031,-1,-1,-0.0591286721482833
7,2,9,102,-1,0,0.931,1,1,0.935474740927127
7,2,9,103,-1,0,1.051,-1,-1,0.182579643165012
7,2,9,104,-1,0,0.99,-1,-1,1.07725625544661
7,2,9,105,1,0,0.92,-1,-1,0.636017985282931
7,2,9,106,-1,0,0.991,1,-1,0.0948697947233
7,2,9,107,1,1,1.17,-1,-1,0.643468264390719
7,2,9,108,-1,0,0.951,1,1,1.86879374161822
7,2,9,109,-1,0,1.001,-1,-1,0.33942934868244
7,2,9,110,1,1,1.131,-1,-1,0.71756026058715
7,2,9,111,1,1,0.981,1,1,1.61861721290779
7,2,9,112,-1,0,0.771,1,1,0.568624815252798
7,2,9,113,1,0,0.921,-1,-1,-1.20897949720115
7,2,9,114,1,0,0.921,1,-1,0.102886635087473
7,2,9,115,1,1,0.891,1,-1,0.102886635087473
7,2,9,116,1,1,0.991,1,1,-0.141490027405556
7,2,9,117,-1,0,0.941,1,1,0.643468264390719
7,2,9,118,-1,0,0.881,-1,-1,0.261421213930961
7,2,9,119,-1,1,0.931,-1,-1,-0.224780988692224
7,2,10,1,1,1,1.02,-1,1,0.561098551643298
7,2,10,2,1,1,0.991,1,1,0.856317951607622
7,2,10,3,-1,0,0.901,1,1,0.643468264390719
7,2,10,4,-1,0,0.881,-1,-1,-0.0591286721482833
7,2,10,5,-1,0,0.911,-1,-1,-0.224780988692224
7,2,10,6,-1,0,0.941,-1,-1,0.022323598816049
7,2,10,7,-1,0,1.061,-1,-1,0.261421213930961
7,2,10,8,1,1,0.891,-1,-1,1.14713841431676
7,2,10,9,-1,0,0.981,1,1,-0.141490027405556
7,2,10,10,-1,0,1.001,-1,-1,0.568624815252798
7,2,10,11,1,1,0.961,-1,-1,0.71756026058715
7,2,10,12,-1,0,0.901,1,1,0.416621483801368
7,2,10,13,-1,0,0.94,-1,-1,-0.0591286721482833
7,2,10,14,1,1,0.941,-1,-1,0.253574853989779
7,2,10,15,-1,0,0.951,1,1,0.261421213930961
7,2,10,16,1,1,0.911,-1,-1,0.33942934868244
7,2,10,17,1,1,0.941,1,1,0.022323598816049
7,2,10,18,-1,0,0.891,1,1,0.261421213930961
7,2,10,19,1,1,0.981,-1,-1,-0.141490027405556
7,2,10,20,1,0,0.8,1,1,0.568624815252798
7,2,10,21,1,1,1.011,1,-1,-0.936503574960095
7,2,10,22,-1,0,1.011,1,1,0.790915743637172
7,2,10,23,-1,0,0.851,-1,-1,0.790915743637172
7,2,10,24,-1,0,0.871,-1,-1,-0.480447465217845
7,2,10,25,1,0,0.921,-1,-1,-0.309022780573956
7,2,10,26,1,0,0.821,1,-1,0.102886635087473
7,2,10,27,1,1,0.991,1,-1,-0.745290511589107
7,2,10,28,1,1,0.991,1,1,0.643468264390719
7,2,10,29,1,1,0.991,1,1,0.643468264390719
7,2,10,30,-1,0,0.91,1,1,0.643468264390719
7,2,10,31,-1,0,0.971,-1,-1,0.0142187096658555
7,2,10,32,1,0,0.941,-1,-1,0.493014514147469
7,2,10,33,1,0,0.94,1,-1,0.261421213930961
7,2,10,34,1,0,0.971,1,-1,0.253574853989779
7,2,10,35,-1,0,1,1,-1,0.493014514147469
7,2,10,36,1,1,1.021,-1,-1,0.710184447050122
7,2,10,37,-1,0,0.81,1,1,0.863549212185723
7,2,10,38,1,0,0.871,-1,-1,-0.84483157832685
7,2,10,39,-1,0,0.961,1,-1,-0.309022780573956
7,2,10,40,1,0,0.971,-1,-1,0.416621483801368
7,2,10,41,-1,0,0.841,1,-1,0.493014514147469
7,2,10,42,1,1,0.931,-1,-1,-0.567676623059208
7,2,10,43,-1,0,0.871,1,1,0.182579643165012
7,2,10,44,-1,0,0.761,-1,-1,-0.309022780573956
7,2,10,45,1,1,0.91,-1,-1,-1.30531899639994
7,2,10,46,-1,0,0.851,1,1,0.0142187096658555
7,2,10,47,1,0,0.921,-1,-1,-0.480447465217845
7,2,10,48,1,0,0.92,1,-1,0.102886635087473
7,2,10,49,-1,0,0.881,1,-1,0.0948697947233
7,2,10,50,1,0,0.911,-1,-1,-0.224780988692224
7,2,10,51,-1,0,0.941,1,-1,0.022323598816049
7,2,10,52,1,0,0.951,-1,-1,0.261421213930961
7,2,10,53,-1,0,0.941,1,-1,0.33942934868244
7,2,10,54,1,1,0.891,-1,-1,0.261421213930961
7,2,10,55,1,0,0.871,1,1,-0.141490027405556
7,2,10,56,-1,0,0.881,1,-1,-0.309022780573956
7,2,10,57,1,1,0.911,-1,-1,-0.224780988692224
7,2,10,58,-1,0,0.79,1,1,0.022323598816049
7,2,10,59,1,1,0.94,-1,-1,-1.02932870868912
7,2,10,60,-1,0,0.871,1,1,0.253574853989779
7,2,10,61,1,1,0.861,-1,-1,-0.309022780573956
7,2,10,62,1,0,1.011,1,1,-0.394237362910643
7,2,10,63,1,1,0.97,1,-1,0.790915743637172
7,2,10,64,-1,0,0.93,1,1,0.485410700152245
7,2,10,65,-1,0,0.881,-1,-1,0.174648959081502
7,2,10,66,-1,0,0.93,-1,-1,-0.224780988692224
7,2,10,67,-1,0,0.871,-1,-1,0.174648959081502
7,2,10,68,1,0,0.951,-1,-1,-0.309022780573956
7,2,10,69,-1,0,0.961,1,-1,0.33942934868244
7,2,10,70,-1,1,0.941,-1,-1,0.416621483801368
7,2,10,71,1,0,1.021,-1,1,0.261421213930961
7,2,10,72,1,0,0.961,1,-1,0.863549212185723
7,2,10,73,1,1,0.94,1,-1,0.416621483801368
7,2,10,74,-1,0,0.801,1,1,0.253574853989779
7,2,10,75,1,0,0.851,-1,-1,-0.927284959358439
7,2,10,76,1,0,1.021,1,-1,-0.480447465217845
7,2,10,77,1,0,0.96,1,-1,0.863549212185723
7,2,10,78,-1,0,1.01,1,-1,0.408938504627988
7,2,10,79,1,1,1.091,-1,-1,0.783612921834404
7,2,10,80,-1,0,0.911,1,1,1.35289990849752
7,2,10,81,-1,0,0.841,-1,-1,0.022323598816049
7,2,10,82,-1,0,0.891,-1,-1,-0.567676623059208
7,2,10,83,1,0,0.99,-1,-1,-0.141490027405556
7,2,10,84,1,1,1.06,1,-1,0.636017985282931
7,2,10,85,-1,0,0.93,1,1,1.1401799028823
7,2,10,86,-1,0,0.88,-1,-1,0.174648959081502
7,2,10,87,-1,0,0.84,-1,-1,-0.2331620240388
7,2,10,88,-1,0,0.85,-1,-1,-0.576456518002642
7,2,10,89,-1,0,0.981,-1,-1,-0.489124127980462
7,2,10,90,1,0,1.17,-1,-1,0.568624815252798
7,2,10,91,1,1,0.891,1,-1,1.86879374161822
7,2,10,92,1,0,0.84,1,1,-0.141490027405556
7,2,10,93,-1,0,0.88,1,-1,-0.576456518002642
7,2,10,94,-1,1,0.831,-1,-1,-0.2331620240388
7,2,10,95,-1,0,0.821,-1,1,-0.655949216615599
7,2,10,96,1,1,0.801,-1,-1,-0.745290511589107
7,2,10,97,-1,0,0.871,1,1,-0.927284959358439
7,2,10,98,1,0,1.161,-1,-1,-0.309022780573956
7,2,10,99,1,0,0.97,1,-1,1.81180889606313
7,2,10,100,1,1,1.02,1,-1,0.485410700152245
7,2,10,101,-1,0,0.83,1,1,0.856317951607622
7,2,10,102,-1,0,0.85,-1,-1,-0.664834829765564
7,2,10,103,-1,0,0.85,-1,-1,-0.489124127980462
7,2,10,104,1,1,0.84,-1,-1,-0.489124127980462
7,2,10,105,1,0,0.76,1,1,-0.576456518002642
7,2,10,106,1,1,0.921,1,-1,-1.31502248343838
7,2,10,107,-1,0,0.891,1,1,0.102886635087473
7,2,10,108,-1,0,0.86,-1,-1,-0.141490027405556
7,2,10,109,-1,0,0.88,-1,-1,-0.402813192846681
7,2,10,110,1,0,0.98,-1,-1,-0.2331620240388
7,2,10,111,-1,0,0.901,1,-1,0.561098551643298
7,2,10,112,-1,0,0.961,-1,-1,-0.0591286721482833
7,2,10,113,-1,0,0.791,-1,-1,0.416621483801368
7,2,10,114,-1,0,0.841,-1,-1,-1.01999347552839
7,2,10,115,1,1,0.931,-1,-1,-0.567676623059208
7,2,10,116,1,1,0.931,1,1,0.182579643165012
7,2,10,117,1,0,0.851,1,1,0.182579643165012
7,2,10,118,1,1,1.001,1,-1,-0.480447465217845
7,2,10,119,1,1,0.94,1,1,0.71756026058715
7,2,11,1,1,1,1.04,-1,1,0.493014514147469
7,2,11,2,-1,0,0.83,1,1,0.999613732296486
7,2,11,3,1,1,1.01,-1,-1,-0.664834829765564
7,2,11,4,1,0,0.77,1,1,0.783612921834404
7,2,11,5,1,1,0.93,1,-1,-1.21855704666943
7,2,11,6,1,1,0.81,1,1,0.174648959081502
7,2,11,7,-1,0,0.931,1,1,-0.84483157832685
7,2,11,8,-1,0,0.841,-1,-1,0.182579643165012
7,2,11,9,1,0,0.791,-1,-1,-0.567676623059208
7,2,11,10,-1,0,0.87,1,-1,-1.01999347552839
7,2,11,11,1,1,0.881,-1,-1,-0.317500094348786
7,2,11,12,1,0,0.831,1,1,-0.224780988692224
7,2,11,13,-1,0,0.861,1,-1,-0.655949216615599
7,2,11,14,-1,0,0.931,-1,-1,-0.394237362910643
7,2,11,15,1,1,0.911,-1,-1,0.182579643165012
7,2,11,16,1,0,0.781,1,1,0.022323598816049
7,2,11,17,1,0,1.001,1,-1,-1.1138815209808
7,2,11,18,-1,1,0.911,1,-1,0.71756026058715
7,2,11,19,1,0,0.701,-1,1,0.022323598816049
7,2,11,20,1,0,0.84,1,-1,-1.91136397648769
7,2,11,21,1,0,0.95,1,-1,-0.576456518002642
7,2,11,22,-1,0,1.051,1,-1,0.331665538571835
7,2,11,23,-1,0,0.951,-1,-1,1.07725625544661
7,2,11,24,-1,0,0.811,-1,-1,0.33942934868244
7,2,11,25,-1,0,0.881,-1,-1,-0.835726702613599
7,2,11,26,-1,0,0.841,-1,-1,-0.224780988692224
7,2,11,27,-1,0,0.891,-1,-1,-0.567676623059208
7,2,11,28,-1,0,0.931,-1,-1,-0.141490027405556
7,2,11,29,-1,0,0.851,-1,-1,0.182579643165012
7,2,11,30,1,0,1.001,-1,-1,-0.480447465217845
7,2,11,31,1,0,0.971,1,-1,0.71756026058715
7,2,11,32,1,1,1.011,1,-1,0.493014514147469
7,2,11,33,1,0,0.951,1,1,0.790915743637172
7,2,11,34,1,1,1.151,1,-1,0.33942934868244
7,2,11,35,1,1,0.971,1,1,1.74797198561144
7,2,11,36,-1,1,1.051,1,1,0.493014514147469
7,2,11,37,-1,0,0.71,-1,1,1.07725625544661
7,2,11,38,-1,0,0.79,-1,-1,-1.8172230719021
7,2,11,39,-1,0,0.871,-1,-1,-1.02932870868912
7,2,11,40,1,0,0.841,-1,-1,-0.309022780573956
7,2,11,41,1,0,0.771,1,-1,-0.567676623059208
7,2,11,42,1,0,0.861,1,-1,-1.20897949720115
7,2,11,43,1,0,0.771,1,-1,-0.394237362910643
7,2,11,44,-1,0,0.791,1,-1,-1.20897949720115
7,2,11,45,-1,0,0.7,-1,-1,-1.01999347552839
7,2,11,46,1,0,0.941,-1,-1,-1.92189859759073
7,2,11,47,1,1,0.881,1,-1,0.261421213930961
7,2,11,48,-1,0,0.731,1,1,-0.224780988692224
7,2,11,49,-1,0,0.721,-1,-1,-1.60212176787727
7,2,11,50,-1,1,0.861,-1,-1,-1.70376939193162
7,2,11,51,-1,0,0.751,-1,1,-0.394237362910643
7,2,11,52,-1,0,0.81,-1,-1,-1.40293286451858
7,2,11,53,-1,1,0.77,-1,-1,-0.84483157832685
7,2,11,54,1,1,0.75,-1,1,-1.21855704666943
7,2,11,55,-1,0,0.78,1,1,-1.41276564522645
7,2,11,56,-1,0,0.72,-1,-1,-1.12333635998008
7,2,11,57,1,0,0.871,-1,-1,-1.71401158764858
7,2,11,58,1,0,0.711,1,-1,-0.309022780573956
7,2,11,59,-1,0,0.851,1,-1,-1.80683672137761
7,2,11,60,1,0,0.91,-1,-1,-0.480447465217845
7,2,11,61,1,1,0.921,1,-1,0.0142187096658555
7,2,11,62,1,1,0.841,1,1,0.102886635087473
7,2,11,63,-1,0,0.83,1,1,-0.567676623059208
7,2,11,64,-1,0,0.81,-1,-1,-0.664834829765564
7,2,11,65,-1,0,1.021,-1,-1,-0.84483157832685
7,2,11,66,-1,0,1.181,-1,-1,0.863549212185723
7,2,11,67,-1,0,1.071,-1,-1,1.93784954891889
7,2,11,68,1,1,1.07,-1,-1,1.21636500856508
7,2,11,69,1,1,0.921,1,1,1.20947149958228
7,2,11,70,1,1,0.961,1,1,0.102886635087473
7,2,11,71,1,1,1.011,1,1,0.416621483801368
7,2,11,72,1,1,0.901,1,1,0.790915743637172
7,2,11,73,-1,0,0.981,1,1,-0.0591286721482833
7,2,11,74,1,1,0.961,-1,-1,0.568624815252798
7,2,11,75,1,1,0.82,1,1,0.416621483801368
7,2,11,76,-1,0,0.791,1,1,-0.754284419868097
7,2,11,77,1,0,0.8,-1,-1,-1.01999347552839
7,2,11,78,1,0,0.911,1,-1,-0.936503574960095
7,2,11,79,1,1,0.89,1,-1,0.022323598816049
7,2,11,80,-1,1,0.871,1,1,-0.149776946669953
7,2,11,81,1,1,0.72,-1,1,-0.309022780573956
7,2,11,82,-1,0,0.76,1,1,-1.71401158764858
7,2,11,83,1,0,0.831,-1,-1,-1.31502248343838
7,2,11,84,1,1,0.781,1,-1,-0.655949216615599
7,2,11,85,-1,1,0.801,1,1,-1.1138815209808
7,2,11,86,-1,0,0.701,-1,1,-0.927284959358439
7,2,11,87,-1,0,0.711,-1,-1,-1.91136397648769
7,2,11,88,-1,0,0.65,-1,-1,-1.80683672137761
7,2,11,89,-1,0,0.58,-1,-1,-2.46877843956817
7,2,11,90,-1,0,0.62,-1,-1,-3.30963019594709
7,2,11,91,-1,0,0.741,-1,-1,-2.8174811425168
7,2,11,92,1,1,0.69,-1,-1,-1.50185526845837
7,2,11,93,-1,0,0.891,1,1,-2.02808029755327
7,2,11,94,1,1,0.801,-1,-1,-0.141490027405556
7,2,11,95,-1,1,0.77,1,1,-0.927284959358439
7,2,11,96,1,0,0.72,-1,1,-1.21855704666943
7,2,11,97,1,1,0.751,1,-1,-1.71401158764858
7,2,11,98,1,1,0.871,1,1,-1.40293286451858
7,2,11,99,1,1,0.821,1,1,-0.309022780573956
7,2,11,100,-1,0,0.71,1,1,-0.745290511589107
7,2,11,101,1,1,0.831,-1,-1,-1.8172230719021
7,2,11,102,1,0,0.72,1,1,-0.655949216615599
7,2,11,103,-1,0,0.81,1,-1,-1.71401158764858
7,2,11,104,1,1,0.761,-1,-1,-0.84483157832685
7,2,11,105,1,0,0.73,1,1,-1.30531899639994
7,2,11,106,1,1,0.721,1,-1,-1.6122237555321
7,2,11,107,-1,0,0.65,1,1,-1.70376939193162
7,2,11,108,-1,0,0.721,-1,-1,-2.46877843956817
7,2,11,109,1,1,0.66,-1,-1,-1.70376939193162
7,2,11,110,-1,1,0.751,1,1,-2.35611211631537
7,2,11,111,-1,0,0.77,-1,1,-1.40293286451858
7,2,11,112,-1,0,0.62,-1,-1,-1.21855704666943
7,2,11,113,-1,0,0.711,-1,-1,-2.8174811425168
7,2,11,114,-1,0,0.921,-1,-1,-1.80683672137761
7,2,11,115,1,0,0.741,-1,-1,0.102886635087473
7,2,11,116,1,0,0.901,1,-1,-1.50185526845837
7,2,11,117,-1,0,0.95,1,-1,-0.0591286721482833
7,2,11,118,-1,0,0.7,-1,-1,0.331665538571835
7,2,11,119,1,0,0.791,-1,-1,-1.92189859759073
7,3,12,1,1,1,1.011,1,-1,1.46686001964665
7,3,12,2,-1,1,0.981,1,1,0.818232533458704
7,3,12,3,1,1,0.891,-1,1,0.589120224474685
7,3,12,4,-1,0,0.96,1,1,-0.142785717111709
7,3,12,5,-1,1,0.951,-1,-1,0.424533663942054
7,3,12,6,1,1,1.111,-1,1,0.352891499639796
7,3,12,7,1,1,0.85,1,1,1.53563041167935
7,3,12,8,1,1,1.1,1,1,-0.501087569747719
7,3,12,9,1,1,0.92,1,1,1.45994865747879
7,3,12,10,1,1,0.931,1,1,0.100827213890836
7,3,12,11,-1,1,0.981,1,1,0.191228590335542
7,3,12,12,1,1,0.891,-1,1,0.589120224474685
7,3,12,13,-1,0,0.941,1,1,-0.142785717111709
7,3,12,14,-1,0,0.911,-1,-1,0.272489550705814
7,3,12,15,-1,0,0.89,-1,-1,0.0260548128166151
7,3,12,16,-1,0,0.79,-1,-1,-0.151326934789055
7,3,12,17,1,0,0.96,-1,-1,-1.0578692598934
7,3,12,18,-1,0,0.851,1,-1,0.424533663942054
7,3,12,19,-1,0,0.88,-1,-1,-0.492144648620584
7,3,12,20,-1,0,0.95,-1,-1,-0.237270827100095
7,3,12,21,-1,0,0.931,-1,-1,0.344889443623014
7,3,12,22,-1,1,0.951,-1,-1,0.191228590335542
7,3,12,23,1,1,0.951,-1,1,0.352891499639796
7,3,12,24,-1,0,0.951,1,1,0.352891499639796
7,3,12,25,-1,0,0.8,-1,-1,0.352891499639796
7,3,12,26,-1,0,0.93,-1,-1,-0.962195626808236
7,3,12,27,1,1,0.831,-1,-1,0.183054539530132
7,3,12,28,-1,0,0.901,1,1,-0.673031974008647
7,3,12,29,1,1,0.901,-1,-1,-0.0578969615912063
7,3,12,30,1,1,0.961,1,1,-0.0578969615912063
7,3,12,31,1,1,0.881,1,1,0.432452408584864
7,3,12,32,1,1,0.971,1,1,-0.228632605226233
7,3,12,33,1,1,1.05,1,1,0.51118969084866
7,3,12,34,-1,1,1.041,1,1,1.10611957976873
7,3,12,35,1,1,0.97,-1,1,1.04064468296789
7,3,12,36,-1,1,1.031,1,1,0.50335254070406
7,3,12,37,-1,1,1.091,-1,1,0.967227572951482
7,3,12,38,-1,0,1.101,-1,1,1.39746215186657
7,3,12,39,-1,0,0.871,-1,-1,1.46686001964665
7,3,12,40,1,1,0.87,-1,-1,-0.315459501812859
7,3,12,41,1,1,0.89,1,1,-0.324196956584629
7,3,12,42,1,0,0.871,1,1,-0.151326934789055
7,3,12,43,-1,0,0.961,1,-1,-0.315459501812859
7,3,12,44,-1,0,0.991,-1,-1,0.432452408584864
7,3,12,45,1,1,0.961,-1,-1,0.666260373957827
7,3,12,46,1,1,0.871,1,1,0.432452408584864
7,3,12,47,1,1,0.861,1,1,-0.315459501812859
7,3,12,48,1,1,0.88,1,1,-0.403289040607657
7,3,12,49,1,1,0.86,1,1,-0.237270827100095
7,3,12,50,-1,0,0.881,1,1,-0.412128034678988
7,3,12,51,-1,1,0.981,-1,-1,-0.228632605226233
7,3,12,52,-1,0,1.221,-1,1,0.589120224474685
7,3,12,53,1,0,1.041,-1,-1,2.25370608571766
7,3,12,54,1,0,0.961,1,-1,1.04064468296789
