subj_idx,session,block,trial,stimulus,coherence,response,rt,prevstim,prevresp,prev2resp,prev2stim,prev3resp,prev3stim,prevrt
13,3,4,20,-3,3,0,0.533815145492554,-1,-1,1,-1,-1,-1,0.250492095947266
13,3,4,21,-27,27,0,0.701203107833862,-1,-1,-1,-1,1,-1,0.283815145492554
13,3,4,22,-81,81,0,0.417153120040894,-1,-1,-1,-1,-1,-1,0.451203107833862
13,3,4,23,3,3,1,0.917129993438721,-1,-1,-1,-1,-1,-1,0.167153120040894
13,3,4,24,27,27,1,0.600452184677124,1,1,-1,-1,-1,-1,0.667129993438721
13,3,4,25,9,9,1,0.467124938964844,1,1,1,1,-1,-1,0.350452184677124
13,3,4,26,-27,27,0,0.58427357673645,1,1,1,1,1,1,0.217124938964844
13,3,4,31,-81,81,0,0.600465297698975,-1,-1,1,-1,-1,-1,0.184257984161377
13,3,4,32,-81,81,0,0.534249782562256,-1,-1,-1,-1,1,-1,0.350465297698975
13,3,4,33,-27,27,0,0.517565488815308,-1,-1,-1,-1,-1,-1,0.284249782562256
13,3,4,34,-81,81,0,0.567177057266235,-1,-1,-1,-1,-1,-1,0.267565488815308
13,3,4,35,-27,27,0,0.650465488433838,-1,-1,-1,-1,-1,-1,0.317177057266235
13,3,4,36,-3,3,1,0.450923919677734,-1,-1,-1,-1,-1,-1,0.400465488433838
13,3,4,37,-27,27,0,0.384263038635254,-1,1,-1,-1,-1,-1,0.200923919677734
13,3,4,38,-27,27,0,0.417157173156738,-1,-1,1,-1,-1,-1,0.134263038635254
13,3,4,39,-3,3,1,0.501461029052734,-1,-1,-1,-1,1,-1,0.167157173156738
13,3,4,40,-81,81,0,0.633805513381958,-1,1,-1,-1,-1,-1,0.251461029052734
13,3,4,41,-3,3,0,0.733810186386108,-1,-1,1,-1,-1,-1,0.383805513381958
13,3,4,42,-81,81,0,0.617586135864258,-1,-1,-1,-1,1,-1,0.483810186386108
13,3,4,43,-0,0,1,0.667168140411377,-1,-1,-1,-1,-1,-1,0.367586135864258
13,3,4,44,9,9,1,0.567111968994141,-1,1,-1,-1,-1,-1,0.417168140411377
13,3,4,45,81,81,1,0.767161130905151,1,1,1,-1,-1,-1,0.317111968994141
13,3,4,46,9,9,1,0.917125225067139,1,1,1,1,1,-1,0.517161130905151
13,3,4,47,0,0,1,0.501161098480225,1,1,1,1,1,1,0.667125225067139
13,3,4,48,3,3,1,0.417151212692261,1,1,1,1,1,1,0.251161098480225
13,3,4,49,81,81,1,0.534224033355713,1,1,1,1,1,1,0.167151212692261
13,3,4,50,-3,3,1,0.383816003799438,1,1,1,1,1,1,0.284224033355713
13,3,4,51,-81,81,0,0.533801794052124,-1,1,1,1,1,1,0.133816003799438
13,3,4,52,-0,0,1,0.667142152786255,-1,-1,1,-1,1,1,0.283801794052124
13,3,4,53,9,9,1,0.433809280395508,-1,1,-1,-1,1,-1,0.417142152786255
13,3,4,54,-27,27,1,0.633822917938232,1,1,1,-1,-1,-1,0.183809280395508
13,3,4,55,-3,3,1,0.417598962783813,-1,1,1,1,1,-1,0.383822917938232
13,3,4,56,-3,3,1,0.400479078292847,-1,1,1,-1,1,1,0.167598962783813
13,3,4,57,0,0,0,0.734213352203369,-1,1,1,-1,1,-1,0.150479078292847
13,3,4,58,27,27,1,0.667575359344482,1,-1,1,-1,1,-1,0.484213352203369
13,3,4,59,0,0,1,0.633801937103271,1,1,-1,1,1,-1,0.417575359344482
13,3,4,60,9,9,1,0.433785676956177,1,1,1,1,-1,1,0.383801937103271
13,3,4,61,9,9,1,0.650459051132202,1,1,1,1,1,1,0.183785676956177
13,3,4,62,81,81,1,0.600897073745728,1,1,1,1,1,1,0.400459051132202
13,3,4,63,3,3,1,0.583806037902832,1,1,1,1,1,1,0.350897073745728
13,3,4,64,27,27,1,0.750457286834717,1,1,1,1,1,1,0.333806037902832
13,3,4,65,0,0,0,0.517141103744507,1,1,1,1,1,1,0.500457286834717
13,3,4,66,-81,81,0,0.617139101028442,1,-1,1,1,1,1,0.267141103744507
13,3,4,67,27,27,1,0.417129278182983,-1,-1,-1,1,1,1,0.367139101028442
13,3,4,68,3,3,1,0.467145919799805,1,1,-1,-1,-1,1,0.167129278182983
13,3,4,69,-81,81,0,0.584259033203125,1,1,1,1,-1,-1,0.217145919799805
13,3,4,70,-27,27,0,0.383800268173218,-1,-1,1,1,1,1,0.334259033203125
13,3,4,71,-3,3,0,0.433824062347412,-1,-1,-1,-1,1,1,0.133800268173218
13,3,4,72,-27,27,0,0.4171462059021,-1,-1,-1,-1,-1,-1,0.183824062347412
13,3,4,73,-3,3,1,0.417584180831909,-1,-1,-1,-1,-1,-1,0.1671462059021
13,3,4,74,-9,9,1,0.667155981063843,-1,1,-1,-1,-1,-1,0.167584180831909
13,3,4,75,3,3,0,0.734245300292969,-1,1,1,-1,-1,-1,0.417155981063843
13,3,4,76,81,81,1,0.634230375289917,1,-1,1,-1,1,-1,0.484245300292969
13,3,4,77,-3,3,0,0.63381814956665,1,1,-1,1,1,-1,0.384230375289917
13,3,4,78,-27,27,0,0.734239101409912,-1,-1,1,1,-1,1,0.38381814956665
13,3,4,79,-27,27,0,0.684746265411377,-1,-1,-1,-1,1,1,0.484239101409912
13,3,4,80,-3,3,1,0.700445652008057,-1,-1,-1,-1,-1,-1,0.434746265411377
13,3,4,81,-3,3,0,0.583812236785889,-1,1,-1,-1,-1,-1,0.450445652008057
13,3,4,82,-9,9,1,0.483809947967529,-1,-1,1,-1,-1,-1,0.333812236785889
13,3,4,83,-27,27,0,0.650468111038208,-1,1,-1,-1,1,-1,0.233809947967529
13,3,4,84,-3,3,1,0.684246301651001,-1,-1,1,-1,-1,-1,0.400468111038208
13,3,4,85,-9,9,1,0.56713604927063,-1,1,-1,-1,1,-1,0.434246301651001
13,3,4,86,-81,81,0,0.400935173034668,-1,1,1,-1,-1,-1,0.31713604927063
13,3,4,87,-9,9,1,0.617589950561523,-1,-1,1,-1,1,-1,0.150935173034668
13,3,4,88,0,0,1,0.601118564605713,-1,1,-1,-1,1,-1,0.367589950561523
13,3,4,89,0,0,1,0.634292840957642,1,1,1,-1,-1,-1,0.351118564605713
13,3,4,90,81,81,1,0.583792209625244,1,1,1,1,1,-1,0.384292840957642
13,3,4,91,27,27,1,0.601120948791504,1,1,1,1,1,1,0.333792209625244
13,3,4,92,-81,81,0,0.534230947494507,1,1,1,1,1,1,0.351120948791504
13,3,4,93,-3,3,1,0.518898010253906,-1,-1,1,1,1,1,0.284230947494507
13,3,4,94,-9,9,0,0.733829975128174,-1,1,-1,-1,1,1,0.268898010253906
13,3,4,95,-3,3,0,0.700455188751221,-1,-1,1,-1,-1,-1,0.483829975128174
13,3,4,96,81,81,1,0.517171859741211,-1,-1,-1,-1,1,-1,0.450455188751221
13,3,4,97,27,27,1,0.434268474578857,1,1,-1,-1,-1,-1,0.267171859741211
13,3,4,98,81,81,1,0.317163944244385,1,1,1,1,-1,-1,0.184268474578857
13,3,4,99,9,9,1,0.784249067306519,1,1,1,1,1,1,0.0671639442443848
13,3,5,4,9,9,0,0.567142009735107,1,-1,1,1,-1,-1,0.633779048919678
13,3,5,5,-3,3,1,0.517577886581421,1,-1,-1,1,1,1,0.317142009735107
13,3,5,6,-27,27,0,0.533808946609497,-1,1,-1,1,-1,1,0.267577886581421
13,3,5,7,-3,3,1,0.600898742675781,-1,-1,1,-1,-1,1,0.283808946609497
13,3,5,8,-27,27,0,0.484259843826294,-1,1,-1,-1,1,-1,0.350898742675781
13,3,5,9,-9,9,1,0.600468635559082,-1,-1,1,-1,-1,-1,0.234259843826294
13,3,5,10,9,9,0,0.583801031112671,-1,1,-1,-1,1,-1,0.350468635559082
13,3,5,11,81,81,1,0.450469017028809,1,-1,1,-1,-1,-1,0.333801031112671
13,3,5,12,81,81,1,0.250959157943726,1,1,-1,1,1,-1,0.200469017028809
13,3,5,13,9,9,1,0.583795070648193,1,1,1,1,-1,1,0.000959157943725586
13,3,5,14,-81,81,0,0.284269094467163,1,1,1,1,1,1,0.333795070648193
13,3,5,15,81,81,1,0.617585897445679,-1,-1,1,1,1,1,0.0342690944671631
13,3,5,16,3,3,0,0.767132997512817,1,1,-1,-1,1,1,0.367585897445679
13,3,5,17,81,81,1,0.31759786605835,1,-1,1,1,-1,-1,0.517132997512817
13,3,5,22,9,9,1,0.600478172302246,1,-1,1,1,1,1,0.367581844329834
13,3,5,23,81,81,1,0.48380184173584,1,1,-1,1,1,1,0.350478172302246
13,3,5,24,81,81,1,0.600959062576294,1,1,1,1,-1,1,0.23380184173584
13,3,5,25,3,3,1,0.550917863845825,1,1,1,1,1,1,0.350959062576294
13,3,5,26,-81,81,0,0.317135095596313,1,1,1,1,1,1,0.300917863845825
13,3,5,27,3,3,1,0.534261226654053,-1,-1,1,1,1,1,0.0671350955963135
13,3,5,28,27,27,1,0.417132377624512,1,1,-1,-1,1,1,0.284261226654053
13,3,5,29,27,27,1,0.533797025680542,1,1,1,1,-1,-1,0.167132377624512
13,3,5,30,9,9,1,0.650482654571533,1,1,1,1,1,1,0.283797025680542
13,3,5,31,3,3,1,0.500477075576782,1,1,1,1,1,1,0.400482654571533
13,3,5,32,81,81,1,0.350962162017822,1,1,1,1,1,1,0.250477075576782
13,3,5,33,3,3,1,0.584272146224976,1,1,1,1,1,1,0.100962162017822
13,3,5,34,27,27,1,0.467175245285034,1,1,1,1,1,1,0.334272146224976
13,3,5,35,0,0,1,0.633825063705444,1,1,1,1,1,1,0.217175245285034
13,3,5,36,9,9,1,0.500461339950562,1,1,1,1,1,1,0.383825063705444
13,3,5,37,27,27,1,0.483806371688843,1,1,1,1,1,1,0.250461339950562
13,3,5,38,27,27,1,0.383799076080322,1,1,1,1,1,1,0.233806371688843
13,3,5,39,3,3,1,0.433809041976929,1,1,1,1,1,1,0.133799076080322
13,3,5,40,-27,27,0,1.15044832229614,1,1,1,1,1,1,0.183809041976929
13,3,5,41,-81,81,0,0.550482034683228,-1,-1,1,1,1,1,0.900448322296143
13,3,5,42,9,9,1,0.55048131942749,-1,-1,-1,-1,1,1,0.300482034683228
13,3,5,43,-0,0,0,0.600458145141602,1,1,-1,-1,-1,-1,0.30048131942749
13,3,5,44,-3,3,1,0.36756706237793,-1,-1,1,1,-1,-1,0.350458145141602
13,3,5,45,-9,9,0,0.567144155502319,-1,1,-1,-1,1,1,0.11756706237793
13,3,5,46,-9,9,1,0.667151927947998,-1,-1,1,-1,-1,-1,0.317144155502319
13,3,5,47,-27,27,0,0.500923156738281,-1,1,-1,-1,1,-1,0.417151927947998
13,3,5,48,-0,0,0,0.417567253112793,-1,-1,1,-1,-1,-1,0.250923156738281
13,3,5,53,0,0,0,0.650460958480835,-1,-1,-1,-1,1,-1,0.100473880767822
13,3,5,54,3,3,1,0.483811140060425,1,-1,-1,-1,-1,-1,0.400460958480835
13,3,5,55,-3,3,0,0.317138195037842,1,1,-1,1,-1,-1,0.233811140060425
13,3,5,56,-27,27,0,0.383816957473755,-1,-1,1,1,-1,1,0.0671381950378418
13,3,5,57,-81,81,0,0.267146110534668,-1,-1,-1,-1,1,1,0.133816957473755
13,3,5,58,-9,9,0,0.567576169967651,-1,-1,-1,-1,-1,-1,0.017146110534668
13,3,5,59,-3,3,0,0.517140865325928,-1,-1,-1,-1,-1,-1,0.317576169967651
13,3,5,60,-0,0,0,0.633805274963379,-1,-1,-1,-1,-1,-1,0.267140865325928
13,3,5,61,-81,81,0,0.56713604927063,-1,-1,-1,-1,-1,-1,0.383805274963379
13,3,5,62,-3,3,0,0.617573499679565,-1,-1,-1,-1,-1,-1,0.31713604927063
13,3,5,63,27,27,1,0.450499057769775,-1,-1,-1,-1,-1,-1,0.367573499679565
13,3,5,64,-9,9,1,0.483807802200317,1,1,-1,-1,-1,-1,0.200499057769775
13,3,5,65,-27,27,0,0.467132329940796,-1,1,1,1,-1,-1,0.233807802200317
13,3,5,66,-81,81,0,0.684272050857544,-1,-1,1,-1,1,1,0.217132329940796
13,3,5,67,-81,81,0,0.650947093963623,-1,-1,-1,-1,1,-1,0.434272050857544
13,3,5,68,-9,9,0,0.667586088180542,-1,-1,-1,-1,-1,-1,0.400947093963623
13,3,5,69,-0,0,0,0.967142105102539,-1,-1,-1,-1,-1,-1,0.417586088180542
13,3,5,70,-27,27,0,0.667153835296631,-1,-1,-1,-1,-1,-1,0.717142105102539
13,3,5,71,-27,27,0,0.617128133773804,-1,-1,-1,-1,-1,-1,0.417153835296631
13,3,5,72,-81,81,0,0.600913286209106,-1,-1,-1,-1,-1,-1,0.367128133773804
13,3,5,73,-27,27,0,0.450955390930176,-1,-1,-1,-1,-1,-1,0.350913286209106
13,3,5,74,-9,9,1,0.633809089660645,-1,-1,-1,-1,-1,-1,0.200955390930176
13,3,5,75,-27,27,0,0.700487852096558,-1,1,-1,-1,-1,-1,0.383809089660645
13,3,5,76,-0,0,0,0.550968885421753,-1,-1,1,-1,-1,-1,0.450487852096558
13,3,5,77,-9,9,1,0.467676639556885,-1,-1,-1,-1,1,-1,0.300968885421753
13,3,5,78,-3,3,1,0.600480794906616,-1,1,-1,-1,-1,-1,0.217676639556885
13,3,5,79,-3,3,0,0.550481081008911,-1,1,1,-1,-1,-1,0.350480794906616
13,3,5,80,-81,81,0,0.68424129486084,-1,-1,1,-1,1,-1,0.300481081008911
13,3,5,81,-3,3,0,0.800915002822876,-1,-1,-1,-1,1,-1,0.43424129486084
13,3,5,82,-3,3,0,0.417133092880249,-1,-1,-1,-1,-1,-1,0.550915002822876
13,3,5,83,-27,27,0,0.667171955108643,-1,-1,-1,-1,-1,-1,0.167133092880249
13,3,5,84,27,27,1,0.550494194030762,-1,-1,-1,-1,-1,-1,0.417171955108643
13,3,5,85,81,81,1,0.384472370147705,1,1,-1,-1,-1,-1,0.300494194030762
13,3,5,86,9,9,0,0.717121124267578,1,1,1,1,-1,-1,0.134472370147705
13,3,5,87,-27,27,0,0.634233951568604,1,-1,1,1,1,1,0.467121124267578
13,3,5,88,-3,3,0,0.55091404914856,-1,-1,-1,1,1,1,0.384233951568604
13,3,5,89,-9,9,0,0.400933027267456,-1,-1,-1,-1,-1,1,0.30091404914856
13,3,5,90,-9,9,0,0.450964450836182,-1,-1,-1,-1,-1,-1,0.150933027267456
13,3,5,91,-81,81,0,0.600461959838867,-1,-1,-1,-1,-1,-1,0.200964450836182
13,3,5,92,-9,9,0,0.484225988388062,-1,-1,-1,-1,-1,-1,0.350461959838867
13,3,5,93,-81,81,0,0.60047435760498,-1,-1,-1,-1,-1,-1,0.234225988388062
13,3,5,94,-3,3,0,0.617135047912598,-1,-1,-1,-1,-1,-1,0.35047435760498
13,3,5,95,-3,3,0,0.583826303482056,-1,-1,-1,-1,-1,-1,0.367135047912598
13,3,5,96,27,27,1,0.767132043838501,-1,-1,-1,-1,-1,-1,0.333826303482056
13,3,5,97,-0,0,1,0.68380880355835,1,1,-1,-1,-1,-1,0.517132043838501
13,3,5,98,-3,3,1,0.601318120956421,-1,1,1,1,-1,-1,0.43380880355835
13,3,5,99,9,9,1,0.567162036895752,-1,1,1,-1,1,1,0.351318120956421
13,3,6,4,27,27,1,0.450472116470337,1,1,-1,-1,1,-1,0.333817958831787
13,3,6,5,0,0,1,0.633803844451904,1,1,1,1,-1,-1,0.200472116470337
13,3,6,6,-3,3,1,0.717134237289429,1,1,1,1,1,1,0.383803844451904
13,3,6,7,81,81,1,0.567617177963257,-1,1,1,1,1,1,0.467134237289429
13,3,6,8,27,27,1,0.650451898574829,1,1,1,-1,1,1,0.317617177963257
13,3,6,9,-3,3,1,0.717107772827148,1,1,1,1,1,-1,0.400451898574829
13,3,6,10,9,9,0,0.767969131469727,-1,1,1,1,1,1,0.467107772827148
13,3,6,11,27,27,1,0.550461053848267,1,-1,1,-1,1,1,0.517969131469727
13,3,6,12,81,81,1,0.334259033203125,1,1,-1,1,1,-1,0.300461053848267
13,3,6,13,81,81,1,0.384263038635254,1,1,1,1,-1,1,0.084259033203125
13,3,6,14,9,9,1,0.80048680305481,1,1,1,1,1,1,0.134263038635254
13,3,6,15,-81,81,0,0.56714129447937,1,1,1,1,1,1,0.55048680305481
13,3,6,16,81,81,1,0.433807849884033,-1,-1,1,1,1,1,0.31714129447937
13,3,6,17,3,3,0,0.500480890274048,1,1,-1,-1,1,1,0.183807849884033
13,3,6,18,-0,0,1,0.800485849380493,1,-1,1,1,-1,-1,0.250480890274048
13,3,6,19,-9,9,1,0.533791303634644,-1,1,-1,1,1,1,0.550485849380493
13,3,6,20,27,27,1,0.433806896209717,-1,1,1,-1,-1,1,0.283791303634644
13,3,6,21,9,9,1,0.6004638671875,1,1,1,-1,1,-1,0.183806896209717
13,3,6,22,3,3,1,0.684266805648804,1,1,1,1,1,-1,0.3504638671875
13,3,6,23,9,9,1,0.500473976135254,1,1,1,1,1,1,0.434266805648804
13,3,6,24,-3,3,0,0.717133045196533,1,1,1,1,1,1,0.250473976135254
13,3,6,25,27,27,1,0.400945901870728,-1,-1,1,1,1,1,0.467133045196533
13,3,6,26,0,0,1,0.617138147354126,1,1,-1,-1,1,1,0.150945901870728
13,3,6,27,-0,0,1,0.417152881622314,1,1,1,1,-1,-1,0.367138147354126
13,3,6,28,3,3,1,0.46759033203125,-1,1,1,1,1,1,0.167152881622314
13,3,6,29,27,27,1,0.400477886199951,1,1,1,-1,1,1,0.21759033203125
13,3,6,30,-27,27,0,0.500923871994019,1,1,1,1,1,-1,0.150477886199951
13,3,6,31,-3,3,1,0.550925254821777,-1,-1,1,1,1,1,0.250923871994019
13,3,6,32,27,27,1,0.483793258666992,-1,1,-1,-1,1,1,0.300925254821777
13,3,6,33,3,3,0,0.600477933883667,1,1,1,-1,-1,-1,0.233793258666992
13,3,6,34,3,3,1,0.433804988861084,1,-1,1,1,1,-1,0.350477933883667
13,3,6,35,0,0,1,0.333807229995728,1,1,-1,1,1,1,0.183804988861084
13,3,6,36,27,27,1,0.333820104598999,1,1,1,1,-1,1,0.0838072299957275
13,3,6,37,27,27,1,0.467595100402832,1,1,1,1,1,1,0.083820104598999
13,3,6,38,81,81,1,0.584249973297119,1,1,1,1,1,1,0.217595100402832
13,3,6,39,-9,9,1,0.900465965270996,1,1,1,1,1,1,0.334249973297119
13,3,6,40,-81,81,0,0.317142486572266,-1,1,1,1,1,1,0.650465965270996
13,3,6,41,-3,3,1,0.667126178741455,-1,-1,1,-1,1,1,0.0671424865722656
13,3,6,42,-27,27,0,0.284237146377563,-1,1,-1,-1,1,-1,0.417126178741455
13,3,6,43,9,9,1,0.417604207992554,-1,-1,1,-1,-1,-1,0.0342371463775635
13,3,6,44,-27,27,0,0.433811187744141,1,1,-1,-1,1,-1,0.167604207992554
13,3,6,45,81,81,1,0.450940132141113,-1,-1,1,1,-1,-1,0.183811187744141
13,3,6,50,3,3,1,0.484266996383667,1,1,1,1,-1,-1,0.134284257888794
13,3,6,51,-27,27,0,0.267147064208984,1,1,1,1,1,1,0.234266996383667
13,3,6,52,9,9,1,0.350480079650879,-1,-1,1,1,1,1,0.0171470642089844
13,3,6,53,3,3,1,0.483808994293213,1,1,-1,-1,1,1,0.100480079650879
13,3,6,54,-0,0,1,0.517595529556274,1,1,1,1,-1,-1,0.233808994293213
13,3,6,59,-9,9,0,0.418023109436035,1,-1,1,-1,1,1,0.0838181972503662
13,3,6,60,3,3,1,0.317153692245483,-1,-1,-1,1,1,-1,0.168023109436035
13,3,6,61,-9,9,1,0.334257125854492,1,1,-1,-1,-1,1,0.0671536922454834
13,3,6,62,9,9,1,0.500923871994019,-1,1,1,1,-1,-1,0.0842571258544922
13,3,6,63,0,0,1,0.383856058120728,1,1,1,-1,1,1,0.250923871994019
13,3,6,64,-81,81,0,0.367137908935547,1,1,1,1,1,-1,0.133856058120728
13,3,6,65,-0,0,1,0.684219360351562,-1,-1,1,1,1,1,0.117137908935547
13,3,6,66,3,3,0,0.600467443466187,-1,1,-1,-1,1,1,0.434219360351562
13,3,6,67,-81,81,0,0.600963354110718,1,-1,1,-1,-1,-1,0.350467443466187
13,3,6,68,3,3,1,0.717556476593018,-1,-1,-1,1,1,-1,0.350963354110718
13,3,6,69,81,81,1,0.583790063858032,1,1,-1,-1,-1,1,0.467556476593018
13,3,6,70,3,3,1,0.567142963409424,1,1,1,1,-1,-1,0.333790063858032
13,3,6,71,-27,27,0,0.600478172302246,1,1,1,1,1,1,0.317142963409424
13,3,6,72,-81,81,0,0.250946998596191,-1,-1,1,1,1,1,0.350478172302246
13,3,6,73,-3,3,1,0.517998218536377,-1,-1,-1,-1,1,1,0.000946998596191406
13,3,6,74,9,9,1,0.284331321716309,-1,1,-1,-1,-1,-1,0.267998218536377
13,3,6,75,81,81,1,0.284277677536011,1,1,1,-1,-1,-1,0.0343313217163086
13,3,6,76,9,9,1,0.483876943588257,1,1,1,1,1,-1,0.0342776775360107
13,3,6,77,81,81,1,0.633796691894531,1,1,1,1,1,1,0.233876943588257
13,3,6,78,27,27,1,0.467864036560059,1,1,1,1,1,1,0.383796691894531
13,3,6,79,27,27,1,0.367571592330933,1,1,1,1,1,1,0.217864036560059
13,3,6,80,9,9,1,0.384262084960938,1,1,1,1,1,1,0.117571592330933
13,3,6,81,81,81,1,0.61712908744812,1,1,1,1,1,1,0.134262084960938
13,3,6,82,-9,9,0,0.717117309570312,1,1,1,1,1,1,0.36712908744812
13,3,6,83,81,81,1,0.633809089660645,-1,-1,1,1,1,1,0.467117309570312
13,3,6,84,81,81,1,0.450488090515137,1,1,-1,-1,1,1,0.383809089660645
13,3,6,85,-9,9,1,0.467145919799805,1,1,1,1,-1,-1,0.200488090515137
13,3,6,86,0,0,1,0.483818769454956,-1,1,1,1,1,1,0.217145919799805
13,3,6,87,-9,9,0,0.500471830368042,1,1,1,-1,1,1,0.233818769454956
13,3,6,88,-9,9,1,0.600919008255005,-1,-1,1,1,1,-1,0.250471830368042
13,3,6,89,-27,27,0,0.584256887435913,-1,1,-1,-1,1,1,0.350919008255005
13,3,6,90,9,9,0,0.567594051361084,-1,-1,1,-1,-1,-1,0.334256887435913
13,3,6,91,-3,3,1,0.450475931167603,1,-1,-1,-1,1,-1,0.317594051361084
13,3,6,92,-9,9,1,0.418084621429443,-1,1,-1,1,-1,-1,0.200475931167603
13,3,6,93,-81,81,0,0.634226083755493,-1,1,1,-1,-1,1,0.168084621429443
13,3,6,94,9,9,1,0.450937032699585,-1,-1,1,-1,1,-1,0.384226083755493
13,3,6,95,-0,0,1,0.45046329498291,1,1,-1,-1,1,-1,0.200937032699585
13,3,6,96,-27,27,0,0.567162036895752,-1,1,1,1,-1,-1,0.20046329498291
13,3,6,97,-3,3,1,0.450991153717041,-1,-1,1,-1,1,1,0.317162036895752
13,3,6,98,3,3,1,0.700536251068115,-1,1,-1,-1,1,-1,0.200991153717041
13,3,6,99,-27,27,0,0.5678551197052,1,1,1,-1,-1,-1,0.450536251068115
14,1,1,4,3,3,1,0.33423924446106,1,1,1,1,-1,1,0.300469875335693
14,1,1,5,0,0,1,0.400978326797485,1,1,1,1,1,1,0.0842392444610596
14,1,1,6,-81,81,0,0.35046124458313,1,1,1,1,1,1,0.150978326797485
14,1,1,7,-27,27,0,0.517604351043701,-1,-1,1,1,1,1,0.10046124458313
14,1,1,8,-27,27,0,0.400922060012817,-1,-1,-1,-1,1,1,0.267604351043701
14,1,1,9,-9,9,0,0.384275197982788,-1,-1,-1,-1,-1,-1,0.150922060012817
14,1,1,10,-3,3,0,0.450525999069214,-1,-1,-1,-1,-1,-1,0.134275197982788
14,1,1,11,-3,3,0,0.583803176879883,-1,-1,-1,-1,-1,-1,0.200525999069214
14,1,1,12,-9,9,1,0.467587947845459,-1,-1,-1,-1,-1,-1,0.333803176879883
14,1,1,13,9,9,0,0.484334945678711,-1,1,-1,-1,-1,-1,0.217587947845459
14,1,1,14,3,3,0,0.584277868270874,1,-1,1,-1,-1,-1,0.234334945678711
14,1,1,15,-0,0,0,0.467155933380127,1,-1,-1,1,1,-1,0.334277868270874
14,1,1,16,-27,27,0,0.48383092880249,-1,-1,-1,1,-1,1,0.217155933380127
14,1,1,17,-81,81,0,0.250940799713135,-1,-1,-1,-1,-1,1,0.23383092880249
14,1,1,18,9,9,0,0.583801984786987,-1,-1,-1,-1,-1,-1,0.000940799713134766
14,1,1,19,0,0,0,0.517136096954346,1,-1,-1,-1,-1,-1,0.333801984786987
14,1,1,20,-0,0,0,0.683793783187866,1,-1,-1,1,-1,-1,0.267136096954346
14,1,1,21,0,0,0,0.434257030487061,-1,-1,-1,1,-1,1,0.433793783187866
14,1,1,22,9,9,0,0.50092601776123,1,-1,-1,-1,-1,1,0.184257030487061
14,1,1,23,3,3,0,0.600919961929321,1,-1,-1,1,-1,-1,0.25092601776123
14,1,1,24,27,27,0,0.950445175170898,1,-1,-1,1,-1,1,0.350919961929321
14,1,1,25,27,27,1,0.467142105102539,1,-1,-1,1,-1,1,0.700445175170898
14,1,1,26,81,81,1,0.317589998245239,1,1,-1,1,-1,1,0.217142105102539
14,1,1,27,27,27,1,0.351172924041748,1,1,1,1,-1,1,0.0675899982452393
14,1,1,28,9,9,1,0.483809947967529,1,1,1,1,1,1,0.101172924041748
14,1,1,29,9,9,0,0.60045599937439,1,1,1,1,1,1,0.233809947967529
14,1,1,30,-27,27,1,0.617156744003296,1,-1,1,1,1,1,0.35045599937439
14,1,1,31,-9,9,0,0.6004638671875,-1,1,-1,1,1,1,0.367156744003296
14,1,1,32,-9,9,1,0.600924253463745,-1,-1,1,-1,-1,1,0.3504638671875
14,1,1,33,-0,0,0,0.651741981506348,-1,1,-1,-1,1,-1,0.350924253463745
14,1,1,34,-0,0,0,0.783792972564697,-1,-1,1,-1,-1,-1,0.401741981506348
14,1,1,35,-3,3,1,0.850481033325195,-1,-1,-1,-1,1,-1,0.533792972564697
14,1,1,36,0,0,0,0.667577981948853,-1,1,-1,-1,-1,-1,0.600481033325195
14,1,1,37,27,27,1,0.617188215255737,1,-1,1,-1,-1,-1,0.417577981948853
14,1,1,38,0,0,1,0.850904941558838,1,1,-1,1,1,-1,0.367188215255737
14,1,1,39,27,27,1,0.517135143280029,1,1,1,1,-1,1,0.600904941558838
14,1,1,40,81,81,1,0.467592000961304,1,1,1,1,1,1,0.267135143280029
14,1,1,41,27,27,1,0.568324089050293,1,1,1,1,1,1,0.217592000961304
14,1,1,42,81,81,1,0.317151069641113,1,1,1,1,1,1,0.318324089050293
14,1,1,43,27,27,1,0.583827972412109,1,1,1,1,1,1,0.0671510696411133
14,1,1,44,3,3,0,0.567116022109985,1,1,1,1,1,1,0.333827972412109
14,1,1,45,3,3,1,0.583804845809937,1,-1,1,1,1,1,0.317116022109985
14,1,1,46,3,3,1,0.367138147354126,1,1,-1,1,1,1,0.333804845809937
14,1,1,47,3,3,0,0.51714015007019,1,1,1,1,-1,1,0.117138147354126
14,1,1,48,27,27,1,0.567595243453979,1,-1,1,1,1,1,0.26714015007019
14,1,1,58,27,27,1,0.28423810005188,1,1,-1,1,1,1,0.133816957473755
14,1,1,59,9,9,0,0.317130088806152,1,1,1,1,-1,1,0.0342381000518799
14,1,1,60,9,9,0,0.28380823135376,1,-1,1,1,1,1,0.0671300888061523
14,1,1,61,9,9,1,0.283798217773438,1,-1,-1,1,1,1,0.0338082313537598
14,1,1,62,3,3,0,0.400936603546143,1,1,-1,1,-1,1,0.0337982177734375
14,1,1,63,3,3,1,0.400896787643433,1,-1,1,1,-1,1,0.150936603546143
14,1,1,64,81,81,1,0.26714301109314,1,1,-1,1,1,1,0.150896787643433
14,1,1,69,-3,3,0,0.667602062225342,-1,-1,1,1,1,1,0.0671441555023193
14,1,1,76,-81,81,0,0.267151832580566,-1,-1,-1,-1,-1,-1,0.100475788116455
