subj_idx,session,block,trial,stimulus,coherence,response,rt,prevstim,prevresp,prev2resp,prev2stim,prev3resp,prev3stim,prevrt
7,1,1,53,-9,9,0,0.550450086593628,-1,-1,-1,1,-1,-1,0.467602014541626
7,1,1,54,27,27,0,0.917100667953491,-1,-1,-1,-1,-1,1,0.300450086593628
7,1,1,55,-81,81,0,0.333848714828491,1,-1,-1,-1,-1,-1,0.667100667953491
7,1,1,56,3,3,0,0.517618656158447,-1,-1,-1,1,-1,-1,0.0838487148284912
7,1,1,57,0,0,0,0.500993251800537,1,-1,-1,-1,-1,1,0.267618656158447
7,1,1,58,81,81,1,0.400450468063354,1,-1,-1,1,-1,-1,0.250993251800537
7,1,1,59,27,27,1,0.46712851524353,1,1,-1,1,-1,1,0.150450468063354
7,1,1,60,81,81,1,0.500447034835815,1,1,1,1,-1,1,0.21712851524353
7,1,1,61,3,3,1,0.550484895706177,1,1,1,1,1,1,0.250447034835815
7,1,1,62,3,3,1,0.517607927322388,1,1,1,1,1,1,0.300484895706177
7,1,1,63,-81,81,0,0.418132543563843,1,1,1,1,1,1,0.267607927322388
7,1,1,64,-3,3,0,0.467146873474121,-1,-1,1,1,1,1,0.168132543563843
7,1,1,65,3,3,1,0.550935983657837,-1,-1,-1,-1,1,1,0.217146873474121
7,1,1,66,-27,27,1,0.567543506622314,1,1,-1,-1,-1,-1,0.300935983657837
7,1,1,67,-9,9,0,0.250910997390747,-1,1,1,1,-1,-1,0.317543506622314
7,1,1,68,3,3,0,0.700476169586182,-1,-1,1,-1,1,1,0.00091099739074707
7,1,1,69,81,81,1,0.333836555480957,1,-1,-1,-1,1,-1,0.450476169586182
7,1,1,70,-9,9,1,0.550952911376953,1,1,-1,1,-1,-1,0.083836555480957
7,1,1,71,3,3,1,0.450949668884277,-1,1,1,1,-1,1,0.300952911376953
7,1,1,72,-0,0,1,0.717143535614014,1,1,1,-1,1,1,0.200949668884277
7,1,1,73,-0,0,0,0.667146921157837,-1,1,1,1,1,-1,0.467143535614014
7,1,1,74,9,9,0,0.500444650650024,-1,-1,1,-1,1,1,0.417146921157837
7,1,1,75,27,27,1,0.600488185882568,1,-1,-1,-1,1,-1,0.250444650650024
7,1,1,76,27,27,1,0.350566625595093,1,1,-1,1,-1,-1,0.350488185882568
7,1,1,77,-81,81,0,0.500488758087158,1,1,1,1,-1,1,0.100566625595093
7,1,1,78,3,3,1,0.500459909439087,-1,-1,1,1,1,1,0.250488758087158
7,1,1,79,9,9,1,0.383821725845337,1,1,-1,-1,1,1,0.250459909439087
7,1,1,80,-27,27,1,0.617591142654419,1,1,1,1,-1,-1,0.133821725845337
7,1,1,81,-27,27,0,0.317134857177734,-1,1,1,1,1,1,0.367591142654419
7,1,1,82,81,81,1,0.550882816314697,-1,-1,1,-1,1,1,0.0671348571777344
7,1,1,83,-3,3,1,1.15086269378662,1,1,-1,-1,1,-1,0.300882816314697
7,1,1,84,-27,27,0,0.467120170593262,-1,1,1,1,-1,-1,0.900862693786621
7,1,1,85,27,27,1,0.40089750289917,-1,-1,1,-1,1,1,0.217120170593262
7,1,1,86,-3,3,1,0.76837682723999,1,1,-1,-1,1,-1,0.15089750289917
7,1,1,87,-81,81,0,0.400476694107056,-1,1,1,1,-1,-1,0.51837682723999
7,1,1,88,-9,9,0,0.700439929962158,-1,-1,1,-1,1,1,0.150476694107056
7,1,1,89,-81,81,0,0.434221744537354,-1,-1,-1,-1,1,-1,0.450439929962158
7,1,1,90,-27,27,0,0.533867597579956,-1,-1,-1,-1,-1,-1,0.184221744537354
7,1,1,91,-27,27,0,0.967167377471924,-1,-1,-1,-1,-1,-1,0.283867597579956
7,1,1,92,-81,81,0,0.384223699569702,-1,-1,-1,-1,-1,-1,0.717167377471924
7,1,1,93,-0,0,1,0.600493669509888,-1,-1,-1,-1,-1,-1,0.134223699569702
7,1,1,94,-9,9,1,0.650504589080811,-1,1,-1,-1,-1,-1,0.350493669509888
7,1,1,95,-27,27,0,0.600872993469238,-1,1,1,-1,-1,-1,0.400504589080811
7,1,1,96,3,3,0,0.583817720413208,-1,-1,1,-1,1,-1,0.350872993469238
7,1,1,97,-81,81,0,0.317612648010254,1,-1,-1,-1,1,-1,0.333817720413208
7,1,1,98,3,3,0,0.634262800216675,-1,-1,-1,1,-1,-1,0.0676126480102539
7,1,1,99,-3,3,1,0.700946569442749,1,-1,-1,-1,-1,1,0.384262800216675
7,1,1,4,-3,3,0,0.367631673812866,-1,1,1,1,-1,-1,0.217131614685059
7,1,1,5,-81,81,0,0.550892114639282,-1,-1,1,-1,1,1,0.117631673812866
7,1,1,6,-9,9,0,0.450482606887817,-1,-1,-1,-1,1,-1,0.300892114639282
7,1,1,7,-3,3,0,0.400946855545044,-1,-1,-1,-1,-1,-1,0.200482606887817
7,1,1,8,-81,81,0,0.367190361022949,-1,-1,-1,-1,-1,-1,0.150946855545044
7,1,1,9,3,3,0,0.4176185131073,-1,-1,-1,-1,-1,-1,0.117190361022949
7,1,1,10,-9,9,0,0.600894689559937,1,-1,-1,-1,-1,-1,0.1676185131073
7,1,1,11,-9,9,0,0.533852577209473,-1,-1,-1,1,-1,-1,0.350894689559937
7,1,1,17,-27,27,0,0.450480937957764,1,1,-1,1,-1,-1,0.217122077941895
7,1,1,18,-27,27,0,0.334231376647949,-1,-1,1,1,-1,1,0.200480937957764
7,1,1,19,-27,27,0,0.267134428024292,-1,-1,-1,-1,1,1,0.0842313766479492
7,1,1,20,-3,3,1,0.66710352897644,-1,-1,-1,-1,-1,-1,0.017134428024292
7,1,1,21,3,3,1,0.4671471118927,-1,1,-1,-1,-1,-1,0.41710352897644
7,1,1,27,-27,27,0,0.417150735855103,-1,-1,-1,1,-1,-1,0.283823490142822
7,1,1,28,0,0,0,0.300461053848267,-1,-1,-1,-1,-1,1,0.167150735855103
7,1,1,29,3,3,1,0.350499391555786,1,-1,-1,-1,-1,-1,0.0504610538482666
7,1,1,30,81,81,1,0.367561340332031,1,1,-1,1,-1,-1,0.100499391555786
7,1,1,31,-3,3,1,0.484407424926758,1,1,1,1,-1,1,0.117561340332031
7,1,1,32,81,81,1,0.334279775619507,-1,1,1,1,1,1,0.234407424926758
7,1,1,33,81,81,1,0.317191600799561,1,1,1,-1,1,1,0.0842797756195068
7,1,1,34,27,27,1,0.300493001937866,1,1,1,1,1,-1,0.0671916007995605
7,1,1,35,-9,9,1,0.517120361328125,1,1,1,1,1,1,0.0504930019378662
7,1,1,36,81,81,1,0.434298753738403,-1,1,1,1,1,1,0.267120361328125
7,1,1,37,-81,81,0,0.567160606384277,1,1,1,-1,1,1,0.184298753738403
7,1,1,38,9,9,1,0.433797836303711,-1,-1,1,1,1,-1,0.317160606384277
7,1,1,39,-81,81,1,0.467602491378784,1,1,-1,-1,1,1,0.183797836303711
7,1,1,40,27,27,1,0.433822631835938,-1,1,1,1,-1,-1,0.217602491378784
7,1,1,41,81,81,1,0.250967741012573,1,1,1,-1,1,1,0.183822631835938
7,1,1,42,-9,9,0,0.433782577514648,1,1,1,1,1,-1,0.000967741012573242
7,1,1,43,-81,81,0,0.567601919174194,-1,-1,1,1,1,1,0.183782577514648
7,1,1,44,3,3,1,0.433805704116821,-1,-1,-1,-1,1,1,0.317601919174194
7,1,1,45,81,81,1,0.483822345733643,1,1,-1,-1,-1,-1,0.183805704116821
7,1,1,46,27,27,1,0.467180728912354,1,1,1,1,-1,-1,0.233822345733643
7,1,1,47,81,81,1,0.40052056312561,1,1,1,1,1,1,0.217180728912354
7,1,1,48,-3,3,1,0.567583560943604,1,1,1,1,1,1,0.15052056312561
7,1,1,49,0,0,1,0.617153644561768,-1,1,1,1,1,1,0.317583560943604
7,1,1,50,0,0,1,0.31716775894165,1,1,1,-1,1,1,0.367153644561768
7,1,1,51,-0,0,0,0.450446605682373,1,1,1,1,1,-1,0.0671677589416504
7,1,1,52,81,81,1,0.400492906570435,-1,-1,1,1,1,1,0.200446605682373
7,1,1,53,27,27,1,0.534208536148071,1,1,-1,-1,1,1,0.150492906570435
7,1,1,54,-3,3,0,0.417628526687622,1,1,1,1,-1,-1,0.284208536148071
7,1,1,55,-9,9,1,0.383832454681396,-1,-1,1,1,1,1,0.167628526687622
7,1,1,56,27,27,0,0.767611742019653,-1,1,-1,-1,1,1,0.133832454681396
7,1,1,57,27,27,1,0.400487661361694,1,-1,1,-1,-1,-1,0.517611742019653
7,1,1,58,3,3,1,0.634383678436279,1,1,-1,1,1,-1,0.150487661361694
7,1,1,59,3,3,1,0.300506591796875,1,1,1,1,-1,1,0.384383678436279
7,1,1,60,3,3,1,0.500481843948364,1,1,1,1,1,1,0.050506591796875
7,1,1,61,9,9,0,0.583787441253662,1,1,1,1,1,1,0.250481843948364
7,1,1,62,-27,27,0,0.350946664810181,1,-1,1,1,1,1,0.333787441253662
7,1,1,63,-3,3,1,0.63377857208252,-1,-1,-1,1,1,1,0.100946664810181
7,1,1,64,81,81,1,0.534298896789551,-1,1,-1,-1,-1,1,0.38377857208252
7,1,1,65,27,27,1,0.450940847396851,1,1,1,-1,-1,-1,0.284298896789551
7,1,1,66,-81,81,0,0.350509881973267,1,1,1,1,1,-1,0.200940847396851
7,1,1,67,-9,9,0,0.500943899154663,-1,-1,1,1,1,1,0.100509881973267
7,1,1,68,-3,3,1,0.500889539718628,-1,-1,-1,-1,1,1,0.250943899154663
7,1,1,69,81,81,1,0.450939655303955,-1,1,-1,-1,-1,-1,0.250889539718628
7,1,1,70,-27,27,0,0.300522565841675,1,1,1,-1,-1,-1,0.200939655303955
7,1,1,71,-81,81,0,0.267161846160889,-1,-1,1,1,1,-1,0.0505225658416748
7,1,1,72,27,27,1,0.36760687828064,-1,-1,-1,-1,1,1,0.0171618461608887
7,1,1,73,-27,27,0,0.633773326873779,1,1,-1,-1,-1,-1,0.11760687828064
7,1,1,74,3,3,0,0.517915010452271,-1,-1,1,1,-1,-1,0.383773326873779
7,1,1,75,-27,27,0,0.467174768447876,1,-1,-1,-1,1,1,0.267915010452271
7,1,1,76,9,9,1,0.400450468063354,-1,-1,-1,1,-1,-1,0.217174768447876
7,1,1,77,-27,27,0,0.367194890975952,1,1,-1,-1,-1,1,0.150450468063354
7,1,1,78,27,27,1,0.433834552764893,-1,-1,1,1,-1,-1,0.117194890975952
7,1,1,83,-9,9,0,0.683905124664307,1,1,-1,-1,-1,-1,0.300458908081055
7,1,1,84,0,0,1,0.550503730773926,-1,-1,1,1,-1,-1,0.433905124664307
7,1,1,85,-81,81,0,0.450502395629883,1,1,-1,-1,1,1,0.300503730773926
7,1,1,86,3,3,0,0.500445604324341,-1,-1,1,1,-1,-1,0.200502395629883
7,1,1,87,3,3,0,0.517153739929199,1,-1,-1,-1,1,1,0.250445604324341
7,1,1,88,0,0,0,0.550489902496338,1,-1,-1,1,-1,-1,0.267153739929199
7,1,1,89,27,27,1,0.417162895202637,1,-1,-1,1,-1,1,0.300489902496338
7,1,1,90,-9,9,1,0.383824825286865,1,1,-1,1,-1,1,0.167162895202637
7,1,1,91,0,0,0,0.500946760177612,-1,1,1,1,-1,1,0.133824825286865
7,1,1,96,3,3,1,0.900866508483887,1,-1,-1,-1,-1,-1,0.0838298797607422
7,1,1,97,27,27,1,0.483788728713989,1,1,-1,1,-1,-1,0.650866508483887
7,1,2,4,-3,3,0,0.583787202835083,-1,-1,1,-1,1,1,0.251442193984985
7,1,2,5,9,9,1,0.583813905715942,-1,-1,-1,-1,1,-1,0.333787202835083
7,1,2,6,9,9,1,0.734266757965088,1,1,-1,-1,-1,-1,0.333813905715942
7,1,2,7,9,9,1,0.900478601455688,1,1,1,1,-1,-1,0.484266757965088
7,1,2,8,9,9,0,0.568170070648193,1,1,1,1,1,1,0.650478601455688
7,1,2,9,-81,81,0,0.600877285003662,1,-1,1,1,1,1,0.318170070648193
7,1,2,10,-9,9,0,0.633828639984131,-1,-1,-1,1,1,1,0.350877285003662
7,1,2,11,-81,81,0,0.600964546203613,-1,-1,-1,-1,-1,1,0.383828639984131
7,1,2,12,-27,27,0,0.533804178237915,-1,-1,-1,-1,-1,-1,0.350964546203613
7,1,2,13,-27,27,0,0.433794260025024,-1,-1,-1,-1,-1,-1,0.283804178237915
7,1,2,14,9,9,0,0.9171142578125,-1,-1,-1,-1,-1,-1,0.183794260025024
7,1,2,15,81,81,1,0.400506496429443,1,-1,-1,-1,-1,-1,0.6671142578125
7,1,2,16,27,27,0,1.40084433555603,1,1,-1,1,-1,-1,0.150506496429443
7,1,2,17,0,0,0,0.850506544113159,1,-1,1,1,-1,1,1.15084433555603
7,1,2,18,0,0,1,0.567162036895752,1,-1,-1,1,1,1,0.600506544113159
7,1,2,19,-3,3,1,0.567106485366821,1,1,-1,1,-1,1,0.317162036895752
7,1,2,20,-0,0,0,0.367551326751709,-1,1,1,1,-1,1,0.317106485366821
7,1,2,21,-9,9,0,0.633826494216919,-1,-1,1,-1,1,1,0.117551326751709
7,1,2,22,-81,81,0,0.467614650726318,-1,-1,-1,-1,1,-1,0.383826494216919
7,1,2,23,-3,3,0,0.65052056312561,-1,-1,-1,-1,-1,-1,0.217614650726318
7,1,2,24,-27,27,0,0.250912189483643,-1,-1,-1,-1,-1,-1,0.40052056312561
7,1,2,25,-27,27,0,0.333831310272217,-1,-1,-1,-1,-1,-1,0.000912189483642578
7,1,2,26,-81,81,0,0.267563104629517,-1,-1,-1,-1,-1,-1,0.0838313102722168
7,1,2,27,-3,3,1,0.450503349304199,-1,-1,-1,-1,-1,-1,0.0175631046295166
7,1,2,28,-0,0,1,0.483792304992676,-1,1,-1,-1,-1,-1,0.200503349304199
7,1,2,29,-0,0,1,0.534213304519653,-1,1,1,-1,-1,-1,0.233792304992676
7,1,2,30,-3,3,1,0.334232330322266,-1,1,1,-1,1,-1,0.284213304519653
7,1,2,31,-27,27,0,0.283788442611694,-1,1,1,-1,1,-1,0.0842323303222656
7,1,2,32,81,81,1,0.284284591674805,-1,-1,1,-1,1,-1,0.0337884426116943
7,1,2,33,81,81,1,0.367561340332031,1,1,-1,-1,1,-1,0.0342845916748047
7,1,2,34,-3,3,1,0.600493431091309,1,1,1,1,-1,-1,0.117561340332031
7,1,2,35,27,27,1,0.267169713973999,-1,1,1,1,1,1,0.350493431091309
7,1,2,36,3,3,1,0.434221506118774,1,1,1,-1,1,1,0.017169713973999
7,1,2,37,9,9,1,0.367618799209595,1,1,1,1,1,-1,0.184221506118774
7,1,2,38,0,0,1,0.434274673461914,1,1,1,1,1,1,0.117618799209595
7,1,2,39,27,27,1,0.333822965621948,1,1,1,1,1,1,0.184274673461914
7,1,2,40,9,9,1,0.483779430389404,1,1,1,1,1,1,0.0838229656219482
7,1,2,41,27,27,1,0.433802604675293,1,1,1,1,1,1,0.233779430389404
7,1,2,47,9,9,1,0.50048565864563,1,-1,1,1,1,1,0.0676319599151611
7,1,2,48,27,27,1,0.317617893218994,1,1,-1,1,1,1,0.25048565864563
7,1,2,49,-9,9,1,0.533832788467407,1,1,1,1,-1,1,0.0676178932189941
7,1,2,67,-3,3,0,0.267177581787109,-1,1,-1,-1,1,-1,0.217158794403076
7,1,2,86,-81,81,0,0.317558526992798,-1,-1,1,1,1,1,0.167846918106079
7,1,2,87,-27,27,0,0.300890207290649,-1,-1,-1,-1,1,1,0.0675585269927979
7,1,2,88,-81,81,0,0.28378438949585,-1,-1,-1,-1,-1,-1,0.0508902072906494
7,1,2,89,-27,27,0,0.317168712615967,-1,-1,-1,-1,-1,-1,0.0337843894958496
7,1,2,90,-3,3,1,0.367164850234985,-1,-1,-1,-1,-1,-1,0.0671687126159668
7,1,2,91,-81,81,0,0.300985336303711,-1,1,-1,-1,-1,-1,0.117164850234985
7,1,2,92,-27,27,0,0.250937938690186,-1,-1,1,-1,-1,-1,0.0509853363037109
7,1,2,93,81,81,1,0.267122507095337,-1,-1,-1,-1,1,-1,0.000937938690185547
7,1,2,94,3,3,1,0.301022529602051,1,1,-1,-1,-1,-1,0.0171225070953369
7,1,2,95,-0,0,0,0.467119455337524,1,1,1,1,-1,-1,0.0510225296020508
7,1,2,96,-81,81,0,0.567155838012695,-1,-1,1,1,1,1,0.217119455337524
7,1,2,97,-27,27,0,0.450449466705322,-1,-1,-1,-1,1,1,0.317155838012695
7,1,2,98,-9,9,0,0.500882625579834,-1,-1,-1,-1,-1,-1,0.200449466705322
7,1,2,99,-27,27,0,0.333798408508301,-1,-1,-1,-1,-1,-1,0.250882625579834
7,1,2,4,81,81,1,0.33426570892334,1,1,1,1,-1,1,0.250497579574585
7,1,2,5,3,3,1,0.400892972946167,1,1,1,1,1,1,0.0842657089233398
7,1,2,6,9,9,1,0.318236112594604,1,1,1,1,1,1,0.150892972946167
7,1,2,11,81,81,0,0.40088415145874,-1,-1,1,-1,1,1,0.100922822952271
7,1,2,12,27,27,1,0.368077039718628,1,-1,-1,-1,1,-1,0.15088415145874
7,1,2,13,81,81,1,0.284281015396118,1,1,-1,1,-1,-1,0.118077039718628
7,1,2,14,3,3,1,0.283846855163574,1,1,1,1,-1,1,0.0342810153961182
7,1,2,19,-27,27,0,0.701045751571655,-1,-1,1,1,1,1,0.583815813064575
7,1,2,20,3,3,0,0.500896215438843,-1,-1,-1,-1,1,1,0.451045751571655
7,1,2,21,27,27,0,0.834252595901489,1,-1,-1,-1,-1,-1,0.250896215438843
7,1,2,22,3,3,1,0.617113351821899,1,-1,-1,1,-1,-1,0.584252595901489
7,1,2,23,-9,9,1,0.417593002319336,1,1,-1,1,-1,1,0.367113351821899
7,1,2,24,-81,81,0,0.53379225730896,-1,1,1,1,-1,1,0.167593002319336
7,1,2,25,3,3,1,0.533788204193115,-1,-1,1,-1,1,1,0.28379225730896
7,1,2,26,-3,3,1,0.350937843322754,1,1,-1,-1,1,-1,0.283788204193115
7,1,2,27,-9,9,0,0.484224557876587,-1,1,1,1,-1,-1,0.100937843322754
7,1,2,28,9,9,1,0.483827114105225,-1,-1,1,-1,1,1,0.234224557876587
7,1,2,29,27,27,1,0.367568016052246,1,1,-1,-1,1,-1,0.233827114105225
7,1,2,30,0,0,1,0.467615127563477,1,1,1,1,-1,-1,0.117568016052246
7,1,2,31,3,3,0,0.467116594314575,1,1,1,1,1,1,0.217615127563477
7,1,2,32,3,3,1,0.283801078796387,1,-1,1,1,1,1,0.217116594314575
7,1,2,33,-9,9,0,0.483843803405762,1,1,-1,1,1,1,0.0338010787963867
7,1,2,34,27,27,1,0.334557771682739,-1,-1,1,1,-1,1,0.233843803405762
7,1,2,35,3,3,1,0.317178964614868,1,1,-1,-1,1,1,0.0845577716827393
7,1,2,36,9,9,1,0.30049991607666,1,1,1,1,-1,-1,0.0671789646148682
7,1,2,46,81,81,1,0.483795881271362,1,1,1,1,1,1,0.217642784118652
7,1,2,47,3,3,1,0.517595052719116,1,1,1,1,1,1,0.233795881271362
7,1,2,48,0,0,1,0.700457811355591,1,1,1,1,1,1,0.267595052719116
7,1,2,49,27,27,1,0.484258651733398,1,1,1,1,1,1,0.450457811355591
7,1,2,50,27,27,1,0.500465631484985,1,1,1,1,1,1,0.234258651733398
7,1,2,51,9,9,1,0.283852815628052,1,1,1,1,1,1,0.250465631484985
7,1,2,52,27,27,1,0.550489187240601,1,1,1,1,1,1,0.0338528156280518
7,1,2,53,-3,3,0,0.567583560943604,1,1,1,1,1,1,0.300489187240601
7,1,2,54,-3,3,0,0.633776426315308,-1,-1,1,1,1,1,0.317583560943604
7,1,2,55,3,3,1,0.567606925964355,-1,-1,-1,-1,1,1,0.383776426315308
7,1,2,56,-0,0,1,0.700467109680176,1,1,-1,-1,-1,-1,0.317606925964355
7,1,2,57,-9,9,0,0.600455284118652,-1,1,1,1,-1,-1,0.450467109680176
7,1,2,58,81,81,1,0.550476789474487,-1,-1,1,-1,1,1,0.350455284118652
7,1,2,59,27,27,1,0.567576885223389,1,1,-1,-1,1,-1,0.300476789474487
7,1,2,60,-9,9,1,0.71758770942688,1,1,1,1,-1,-1,0.317576885223389
7,1,2,61,-81,81,0,0.583809852600098,-1,1,1,1,1,1,0.46758770942688
7,1,2,62,-81,81,0,0.417158842086792,-1,-1,1,-1,1,1,0.333809852600098
7,1,2,63,9,9,1,0.85088324546814,-1,-1,-1,-1,1,-1,0.167158842086792
7,1,2,64,-9,9,0,0.400920867919922,1,1,-1,-1,-1,-1,0.60088324546814
7,1,2,65,-3,3,1,0.534243106842041,-1,-1,1,1,-1,-1,0.150920867919922
7,1,2,66,-9,9,0,0.450508832931519,-1,1,-1,-1,1,1,0.284243106842041
7,1,2,67,9,9,1,0.58427095413208,-1,-1,1,-1,-1,-1,0.200508832931519
7,1,2,68,-9,9,0,0.450494050979614,1,1,-1,-1,1,-1,0.33427095413208
7,1,2,69,-81,81,0,0.517157077789307,-1,-1,1,1,-1,-1,0.200494050979614
7,1,2,70,81,81,1,0.367610692977905,-1,-1,-1,-1,1,1,0.267157077789307
7,1,2,71,9,9,1,0.600459337234497,1,1,-1,-1,-1,-1,0.117610692977905
7,1,2,72,81,81,1,0.31757378578186,1,1,1,1,-1,-1,0.350459337234497
7,1,2,77,-0,0,0,0.500926494598389,-1,1,-1,-1,1,1,0.268251895904541
7,1,2,78,-3,3,0,0.817563056945801,-1,-1,1,-1,-1,-1,0.250926494598389
7,1,2,79,0,0,0,0.350985288619995,-1,-1,-1,-1,1,-1,0.567563056945801
7,1,2,80,-81,81,0,0.53382682800293,1,-1,-1,-1,-1,-1,0.100985288619995
7,1,2,81,-9,9,0,0.684262990951538,-1,-1,-1,1,-1,-1,0.28382682800293
7,1,2,87,27,27,1,0.417595863342285,1,1,1,1,-1,1,0.217190265655518
7,1,2,92,0,0,1,0.534266471862793,1,1,1,1,1,1,0.301777601242065
7,1,2,93,9,9,1,0.552177429199219,1,1,1,1,1,1,0.284266471862793
7,1,2,94,27,27,1,0.451425790786743,1,1,1,1,1,1,0.302177429199219
7,1,2,95,3,3,1,0.501835107803345,1,1,1,1,1,1,0.201425790786743
7,1,2,96,-27,27,0,0.369005918502808,1,1,1,1,1,1,0.251835107803345
7,1,2,97,-81,81,0,0.484236240386963,-1,-1,1,1,1,1,0.119005918502808
7,1,2,98,-0,0,1,0.601405143737793,-1,-1,-1,-1,1,1,0.234236240386963
7,1,2,99,-81,81,0,0.484921932220459,-1,1,-1,-1,-1,-1,0.351405143737793
7,1,3,26,-81,81,0,0.584301710128784,1,1,1,1,1,1,0.283826589584351
7,1,3,27,9,9,1,0.500894069671631,-1,-1,1,1,1,1,0.334301710128784
7,1,3,28,27,27,1,0.517164468765259,1,1,-1,-1,1,1,0.250894069671631
7,1,3,29,0,0,1,0.61755108833313,1,1,1,1,-1,-1,0.267164468765259
7,1,3,30,-81,81,0,0.350495576858521,1,1,1,1,1,1,0.36755108833313
7,1,3,31,27,27,1,0.584261894226074,-1,-1,1,1,1,1,0.100495576858521
7,1,3,32,27,27,1,0.267140626907349,1,1,-1,-1,1,1,0.334261894226074
7,1,3,38,81,81,1,0.484283685684204,-1,1,-1,-1,-1,-1,0.250466823577881
7,1,3,39,-3,3,1,0.433822870254517,1,1,1,-1,-1,-1,0.234283685684204
7,1,3,40,-3,3,0,0.350510358810425,-1,1,1,1,1,-1,0.183822870254517
7,1,3,41,9,9,1,0.300952434539795,-1,-1,1,-1,1,1,0.100510358810425
7,1,3,42,81,81,1,0.467166423797607,1,1,-1,-1,1,-1,0.0509524345397949
7,1,3,43,-81,81,0,0.367616653442383,1,1,1,1,-1,-1,0.217166423797607
7,1,3,44,27,27,1,0.350503444671631,-1,-1,1,1,1,1,0.117616653442383
7,1,3,45,-9,9,1,0.467155694961548,1,1,-1,-1,1,1,0.100503444671631
7,1,3,46,-3,3,0,0.383823871612549,-1,1,1,1,-1,-1,0.217155694961548
7,1,3,47,-27,27,1,0.25091814994812,-1,-1,1,-1,1,1,0.133823871612549
7,1,3,48,-3,3,0,0.567148447036743,-1,1,-1,-1,1,-1,0.000918149948120117
7,1,3,49,3,3,1,0.717595815658569,-1,-1,1,-1,-1,-1,0.317148447036743
7,1,3,50,81,81,1,0.484269857406616,1,1,-1,-1,1,-1,0.467595815658569
7,1,3,60,27,27,1,0.517608642578125,1,1,-1,1,1,1,0.33381986618042
7,1,3,61,9,9,1,0.267168521881104,1,1,1,1,-1,1,0.267608642578125
7,1,3,62,-27,27,0,0.333785533905029,1,1,1,1,1,1,0.0171685218811035
7,1,3,63,-27,27,0,0.300494909286499,-1,-1,1,1,1,1,0.0837855339050293
7,1,3,64,3,3,0,0.400937795639038,-1,-1,-1,-1,1,1,0.050494909286499
7,1,3,72,-81,81,0,0.467161655426025,-1,-1,1,1,1,-1,0.251312494277954
7,1,3,78,-3,3,1,0.484723567962646,1,1,-1,-1,-1,1,0.0837843418121338
7,1,3,79,3,3,0,0.467114448547363,-1,1,1,1,-1,-1,0.234723567962646
7,1,3,80,9,9,1,0.56715989112854,1,-1,1,-1,1,1,0.217114448547363
7,1,3,81,-9,9,0,0.467116594314575,1,1,-1,1,1,-1,0.31715989112854
7,1,3,82,81,81,1,0.55093789100647,-1,-1,1,1,-1,1,0.217116594314575
7,1,3,83,0,0,1,0.534368515014648,1,1,-1,-1,1,1,0.30093789100647
7,1,3,84,81,81,1,0.550493478775024,1,1,1,1,-1,-1,0.284368515014648
7,1,3,85,-81,81,0,0.534287214279175,1,1,1,1,1,1,0.300493478775024
7,1,3,86,3,3,1,0.467613935470581,-1,-1,1,1,1,1,0.284287214279175
7,1,3,87,-0,0,1,0.500964403152466,1,1,-1,-1,1,1,0.217613935470581
7,1,3,88,-3,3,1,0.517606973648071,-1,1,1,1,-1,-1,0.250964403152466
7,1,3,89,-0,0,1,0.500449419021606,-1,1,1,-1,1,1,0.267606973648071
7,1,3,95,81,81,1,0.533791780471802,-1,-1,-1,-1,1,-1,0.283819913864136
7,1,3,96,-81,81,0,0.534267902374268,1,1,-1,-1,-1,-1,0.283791780471802
7,1,3,97,-9,9,0,0.651042699813843,-1,-1,1,1,-1,-1,0.284267902374268
7,1,3,98,3,3,0,0.433790683746338,-1,-1,-1,-1,1,1,0.401042699813843
7,1,3,99,-0,0,1,0.550954580307007,1,-1,-1,-1,-1,-1,0.183790683746338
7,1,3,4,-9,9,0,0.250936031341553,-1,-1,-1,-1,-1,-1,0.100957632064819
7,1,3,10,3,3,1,0.384258985519409,-1,1,1,1,1,1,0.0671825408935547
7,1,3,11,-9,9,0,0.750915050506592,1,1,1,-1,1,1,0.134258985519409
7,1,3,12,-27,27,0,0.284236192703247,-1,-1,1,1,1,-1,0.500915050506592
7,1,3,17,0,0,0,0.333837032318115,-1,-1,-1,-1,-1,-1,0.367177248001099
7,1,3,18,-9,9,0,0.500486850738525,1,-1,-1,-1,-1,-1,0.0838370323181152
7,1,3,19,-3,3,0,0.417163133621216,-1,-1,-1,1,-1,-1,0.250486850738525
7,1,3,20,81,81,1,0.284276008605957,-1,-1,-1,-1,-1,1,0.167163133621216
7,1,3,21,81,81,1,0.350463151931763,1,1,-1,-1,-1,-1,0.034276008605957
7,1,3,22,3,3,1,0.917547225952148,1,1,1,1,-1,-1,0.100463151931763
7,1,3,23,-81,81,0,0.317568063735962,1,1,1,1,1,1,0.667547225952148
7,1,3,24,-3,3,1,0.300516128540039,-1,-1,1,1,1,1,0.0675680637359619
7,1,3,25,3,3,0,0.317599058151245,-1,1,-1,-1,1,1,0.0505161285400391
7,1,3,26,81,81,1,0.350476264953613,1,-1,1,-1,-1,-1,0.0675990581512451
7,1,3,27,9,9,1,0.5676109790802,1,1,-1,1,1,-1,0.100476264953613
7,1,3,28,-0,0,1,0.334280252456665,1,1,1,1,-1,1,0.3176109790802
7,1,3,29,-9,9,0,0.500485897064209,-1,1,1,1,1,1,0.084280252456665
7,1,3,30,9,9,1,0.333798170089722,-1,-1,1,-1,1,1,0.250485897064209
